,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,label
3296,568545648284340224,negative,1.0,Late Flight,1.0,United,,dschach,,0,@united just delayed my flight to SLC by 2.5 hours. What gives? #snowforce,,2015-02-19 15:00:20 -0800,"San Francisco, CA",Pacific Time (US & Canada),1
3298,568542661684015105,positive,1.0,,,United,,triathlete06,,0,@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉,,2015-02-19 14:48:28 -0800,,Seoul,1
3309,568536634058084352,negative,1.0,Late Flight,0.6452,United,,khigdon1,,0,@united worst airline ever after 70+ legs of travel I am officially done.  On time is not in their vocab.  I'm taking my premier status to A,,2015-02-19 14:24:31 -0800,,,1
3312,568535502996905984,neutral,0.6458,,0.0,United,,TheKevinDent,,0,@united I am on 1528 and my connecting flight is 909,,2015-02-19 14:20:01 -0800,Look behind you,Pacific Time (US & Canada),1
3314,568534107875119105,negative,1.0,Customer Service Issue,1.0,United,,MSLspeaks,,0,@united I just want to contact someone with a question &amp; not be put on hold for 5 minutes in order to be hung up on or sent to the pet line,,2015-02-19 14:14:28 -0800,"New York, NY",Eastern Time (US & Canada),1
3316,568533330557186048,negative,1.0,Customer Service Issue,1.0,United,,Caraba10,,0,"@united keeps delaying my flight, horrible customer service",,2015-02-19 14:11:23 -0800,,,1
3323,568527304348942336,neutral,0.6733,,0.0,United,,TomWarrenburg,,0,@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me,,2015-02-19 13:47:26 -0800,America's Dairyland,,1
3329,568524550251479040,negative,1.0,Customer Service Issue,0.7,United,,rick4tkins,,0,"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!",,2015-02-19 13:36:30 -0800,,,1
3332,568520126095441920,positive,0.6806,,,United,,NoviceFlyer,,0,@United  my home for the next 8.5 hrs. 777 GFC! :) http://t.co/MKpoGNntYC,,2015-02-19 13:18:55 -0800,"Tulsa, OK",Central Time (US & Canada),1
3334,568516490405679104,positive,1.0,,,United,,lucianosr83,,0,"@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats",,2015-02-19 13:04:28 -0800,Brazil,,1
3335,568516063001853952,negative,1.0,Lost Luggage,1.0,United,,galewolfe,,0,@united still waiting 4 our bags. Web STILL can't tell me its location . How come @UPS @FedEx can tell u at any given minute where it is?,,2015-02-19 13:02:46 -0800,"Hudson Valley, NY",Eastern Time (US & Canada),1
3336,568515696197439489,negative,1.0,Bad Flight,0.3457,United,,johndgraham,,0,@united seriously? After waiting 2 hours on the plane for my 10:20 flight to leave at 3pm I have to leave the plane? Great. Just great.,,2015-02-19 13:01:19 -0800,"Madison, wi",Central Time (US & Canada),1
3339,568514213921947648,positive,1.0,,,United,,NoviceFlyer,,0,@United Global First Class Lounge ORD menu. Yummy! http://t.co/egKvFoKogj,,2015-02-19 12:55:25 -0800,"Tulsa, OK",Central Time (US & Canada),1
3340,568513007849840640,positive,1.0,,,United,,vmnkishore,,0,@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely,"[40.71517211, -74.01453422]",2015-02-19 12:50:38 -0800,Mysore : London : New York,London,1
3343,568509763048357888,negative,1.0,longlines,1.0,United,,dandadams,,0,@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg,,2015-02-19 12:37:44 -0800,"bettendorf, ia",Mountain Time (US & Canada),1
3344,568509134276050945,negative,1.0,Late Flight,0.6579,United,,peteeustic,,0,@united thats because you didnt read my entire tweet. Wife's 12pm flight is now delayed to 6:30.  Thats 3 6+ hour flight delays in 2 weeks,,2015-02-19 12:35:14 -0800,,,1
3345,568508151852457985,negative,0.3401,Late Flight,0.3401,United,,jttorrey,,0,@united As it always is. Helps to communicate to customers.,,2015-02-19 12:31:20 -0800,,Pacific Time (US & Canada),1
3369,568491094327078912,neutral,1.0,,,United,,CorettaBrowne,,0,"@united When will you have special promotions for flights departing Newark, NJ to St. John's, Antigua?",,2015-02-19 11:23:33 -0800,Greater New York Area,Central Time (US & Canada),1
3370,568490726419517441,negative,1.0,Late Flight,1.0,United,,SleazyC_,,1,@united flight UA5631 from SFO to Burbank has been delayed twice now. Still no plane in sight. Get it together.,"[37.61821986, -122.38745399]",2015-02-19 11:22:05 -0800,"Bushwick, Bkln",Pacific Time (US & Canada),1
3382,568476370130628608,negative,1.0,Flight Booking Problems,1.0,United,,njsummerBREEze,,1,@united your website was down all day yesterday- tried 3x put all info in&amp;didnt go thru- today the flight I bought went up!,,2015-02-19 10:25:03 -0800,,Central Time (US & Canada),1
3383,568475497275002880,negative,1.0,Late Flight,1.0,United,,peteeustic,,0,@united you do realize my wife is waiting on a delayed flight at this very moment.  I'm not sure I understand your tweet.,,2015-02-19 10:21:34 -0800,,,1
3397,568468054306193408,positive,0.6544,,,United,,BTMarleyCoffee,,0,@united that would be great,,2015-02-19 09:52:00 -0800,Denver Colorado,Mountain Time (US & Canada),1
3399,568466673990307840,negative,1.0,Late Flight,0.6949,United,,theo,,0,"@united of the airplane otherwise they would call the Police, because the flight had to take off before 12h30am",,2015-02-19 09:46:31 -0800,São Paulo / Brasil,Brasilia,1
3410,568460680367644672,negative,1.0,Late Flight,1.0,United,,nabia90,,0,@united airlines delayed our flight on the way to Chicago and leaving Chicago. Next time @Delta it is.,,2015-02-19 09:22:42 -0800,,,1
3414,568458813189197824,negative,1.0,Customer Service Issue,1.0,United,,YeahNoPriesty,,0,@united your customer service is lacking and you owe me a @GoPro camera. I also appreciate not being interrupted every time I speak Thanks,,2015-02-19 09:15:17 -0800,"Chicago, Il",Central Time (US & Canada),1
3423,568454386617356291,negative,1.0,Late Flight,1.0,United,,kylry,,1,@united Flight delayed 40 minutes in ORD because plane didn’t have all the food. That should be fixed in the future. It’s a dumb delay.,,2015-02-19 08:57:41 -0800,,Atlantic Time (Canada),1
3429,568450017649778688,positive,1.0,,,United,,melanie_seibert,,0,@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.,,2015-02-19 08:40:20 -0800,Texas,Central Time (US & Canada),1
3430,568449164951953408,positive,1.0,,,United,,KP_Pearl,,0,@united So far so good. Just stepped down in Denver. Next Stop Portland!,,2015-02-19 08:36:56 -0800,"New York, NY",Central Time (US & Canada),1
3431,568446906524950528,negative,1.0,Late Flight,0.6768,United,,hvonschroeter,,0,@united 3/10 disappointed in the service. Will be missing my connection after over an hour delay + cramped seats. At least their app is good,,2015-02-19 08:27:58 -0800,,,1
3432,568444328873467905,negative,1.0,Customer Service Issue,1.0,United,,MissMcB76,,0,@united what a joke. Hang up on customers!!,,2015-02-19 08:17:43 -0800,PA,,1
3438,568438724708544514,neutral,1.0,,,United,,TheBIGCafeteria,,0,@united @iamtedking http://t.co/UCZzP9YpHk click lounges tab. Need to be flying on supported S/A airline,,2015-02-19 07:55:27 -0800,"LA | SF | Bicycle | 38,000'",Pacific Time (US & Canada),1
3440,568437450927955969,positive,1.0,,,United,,eghoniem,,0,@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!,,2015-02-19 07:50:24 -0800,"Winchester, MA",Eastern Time (US & Canada),1
3442,568437120966258688,neutral,0.6571,,,United,,kzone7,,0,"@united For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines.",,2015-02-19 07:49:05 -0800,"Long Island, NY",Eastern Time (US & Canada),1
3446,568434065067491328,negative,0.6489,Can't Tell,0.3298,United,,pdxmucci,,0,"@united I need you to get my cousin to PDX, she's on 2 days of travel now and we've had to hire other sitters til she arrives, thx for that",,2015-02-19 07:36:56 -0800,"Portland, OR",,1
3447,568433759919452160,positive,0.6669,,0.0,United,,BurgerFreshh,,0,@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt;,,2015-02-19 07:35:44 -0800,"Houston, Tx & Old Bridge, NJ ",Eastern Time (US & Canada),1
3452,568432782386466816,negative,1.0,Customer Service Issue,1.0,United,,chaduragt,,0,"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days, what gives?",,2015-02-19 07:31:50 -0800,,,1
3454,568431007654924288,negative,1.0,Late Flight,1.0,United,,mfaywu,,0,@united I know I can see that too but now estimated time of dep. is 10am. I don't understand why there wasn't a better estimate 3 hrs ago,,2015-02-19 07:24:47 -0800,"Los Angeles, CA",Arizona,1
3456,568428971504889856,negative,1.0,Can't Tell,0.6364,United,,Brennej,,1,"@united ""where we trick you into making us look popular on Twitter by being the worst airline"" #wellplayed #jokesonus",,2015-02-19 07:16:42 -0800,,,1
3464,568421732157161472,negative,1.0,Late Flight,0.6726,United,,jfmusial,,0,"@united please explain why I need to pay bag fees twice, equally $1200, because a delayed flight resulted in bags being rechecked overnight?",,2015-02-19 06:47:56 -0800,New York,Eastern Time (US & Canada),1
3465,568419711521841152,negative,1.0,Cancelled Flight,1.0,United,,Brennej,,0,"@united - watched the entire #UNCvsDUKE game on the Tarmac before Cancelled Flighting my flight because crew timed out, right before my 4hr flight....",,2015-02-19 06:39:54 -0800,,,1
3466,568418165853540352,negative,0.6481,Late Flight,0.3351,United,,promitsanyal,,0,"@united reFlight Booking Problems would not have made me reach on time for my meeting. Also didn't wanna take a chance, Booked myself on @etihad instead",,2015-02-19 06:33:46 -0800,Bangalore,New Delhi,1
3470,568414872578465792,negative,1.0,Customer Service Issue,1.0,United,,MSLspeaks,,0,@united I am calling to check on a future flight and your first agent hung up and now you sent me to the pet travel line!! This is HELL!!,,2015-02-19 06:20:40 -0800,"New York, NY",Eastern Time (US & Canada),1
3472,568412555045179393,negative,1.0,Can't Tell,0.6381,United,,ybenami,,0,@united sure... You've been saying that for as long as I've been tweeting about your obsolete fleet.  Promises are free.,,2015-02-19 06:11:28 -0800,California,Madrid,1
3474,568411566233804802,neutral,0.6859,,0.0,United,,Stacycole,,0,@united I did not.  That's why I am VERY concerned.,,2015-02-19 06:07:32 -0800,"Wisconsin, ya know",Central Time (US & Canada),1
3475,568411504497856512,negative,0.6614,Bad Flight,0.6614,United,,jwcriner,,0,@united Please consider letting flyers with no overhead bin items board/deplane first (after first class). Make sense?,,2015-02-19 06:07:17 -0800,"raleigh, nc",Eastern Time (US & Canada),1
3480,568401790250700800,negative,1.0,Bad Flight,0.6842,United,,WhaddupWorld,,0,@united The flight turned around for mechanical reasons on 1/30/15.  Never to fly United again as they don't check their planes properly.,,2015-02-19 05:28:41 -0800,,,1
3482,568396209091702784,negative,1.0,Flight Booking Problems,0.3474,United,,RoyHalimMusic,,0,".@united you should really have that addressed somewhere on the website, find that completely irritating &amp; am unable to take my flight now.",,2015-02-19 05:06:31 -0800,CT • MINDLESS EP ON SALE! ⬇️,Pacific Time (US & Canada),1
3486,568388502431395840,negative,1.0,Flight Booking Problems,0.6842,United,,mlipschits,,0,@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on,,2015-02-19 04:35:53 -0800,Jerusalem-London-Antwerp,,1
3487,568385303267782656,neutral,0.6969,,0.0,United,,jchatelain,,0,"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments""",,2015-02-19 04:23:11 -0800,Paris,Paris,1
3488,568383474303959041,neutral,1.0,,,United,,dealswelike,,0,@united any updates with the DOT looking at the united fares from London to the US from last week?,,2015-02-19 04:15:54 -0800,New York,Central Time (US & Canada),1
3489,568382290352590848,negative,0.7084,Flight Booking Problems,0.3618,United,,swampynomo,,0,@united thanks ^mr i got rebooked already but I lost my first class seat. Such is life.,,2015-02-19 04:11:12 -0800,NJ/NYC,Eastern Time (US & Canada),1
3493,568380045431058432,negative,0.6545,Flight Attendant Complaints,0.3477,United,,jeremydilts,,0,@united Ruth was VERY helpful in re-routing us to Punta Cana when Dulles connection failed. Other reps- NOT so helpful.,,2015-02-19 04:02:17 -0800,,Eastern Time (US & Canada),1
3494,568379326678368256,positive,1.0,,,United,,lalo_haros,,0,@united Thank you!! 😊,,2015-02-19 03:59:26 -0800,Monterrey ,Mountain Time (US & Canada),1
3496,568374502582816768,negative,1.0,Cancelled Flight,1.0,United,,Enix23,,0,@united you board a 630a flight and then Cancelled Flight it because it doesn't have a pilot?  Now I miss my meeting Atlanta because someone slept in?,,2015-02-19 03:40:15 -0800,,Atlantic Time (Canada),1
3498,568371161484161025,negative,1.0,Customer Service Issue,1.0,United,,TravelShopVT,,0,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it,,2015-02-19 03:26:59 -0800,,Eastern Time (US & Canada),1
3507,568355672225673216,positive,1.0,,,United,,patrick_maness,,0,@united that's fine. I'll take them.,,2015-02-19 02:25:26 -0800,Rhode Island,Eastern Time (US & Canada),1
3508,568355601144680448,neutral,0.6955,,0.0,United,,devonmonique,,0,@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(,"[13.71241507, 100.60468537]",2015-02-19 02:25:09 -0800,"shanghai, china. ",Wellington,1
3510,568353091407495168,negative,1.0,Customer Service Issue,0.6556,United,,patrick_maness,,0,"@united to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to think/do now?",,2015-02-19 02:15:11 -0800,Rhode Island,Eastern Time (US & Canada),1
3511,568352803892150273,positive,1.0,,,United,,MajorBrad,,0,@united thank you! My second flight I already got bumped up to 1st! Love it!,,2015-02-19 02:14:02 -0800,Los Angeles,Pacific Time (US & Canada),1
3512,568352692466278400,negative,1.0,Customer Service Issue,1.0,United,,patrick_maness,,0,@united ...she said she would need to get a supervisor. While waiting for the supervisor she hung up on me.,,2015-02-19 02:13:36 -0800,Rhode Island,Eastern Time (US & Canada),1
3515,568351842217947136,negative,0.6629,Customer Service Issue,0.336,United,,patrick_maness,,0,@united spoke to someone on your feedback line last night who said she would get me a preferred choice seat for today...,,2015-02-19 02:10:13 -0800,Rhode Island,Eastern Time (US & Canada),1
3522,568309328127655936,neutral,0.662,,,United,,AirUKPhoto,,2,@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za,,2015-02-18 23:21:17 -0800,London Heathrow.,,1
3523,568308793005617152,negative,1.0,Bad Flight,0.6813,United,,themkhiggy,,0,@united ^GJ flight 1101 didn't have wifi even though it was promised to by your ground crew. #AnotherDisappointment,,2015-02-18 23:19:09 -0800,"Houston, TX",Central Time (US & Canada),1
3524,568308464985903104,negative,1.0,Late Flight,1.0,United,,themkhiggy,,0,@united ^GJ I will. You have to agree that 7+ hours Late Flight for arrival is unacceptable. I only hope and pray my bag is here.,,2015-02-18 23:17:51 -0800,"Houston, TX",Central Time (US & Canada),1
3525,568303933774532608,negative,1.0,Can't Tell,0.6753,United,,2cJustice4all,,0,"@united : Unhappy with United's service?

Read Ralph Nader's open letter to UAL's CEO.

Leave a comment or RT.

http://t.co/O0745APIau",,2015-02-18 22:59:51 -0800,Chicago Illinois Crime.Inc,Central Time (US & Canada),1
3528,568298411163852800,negative,1.0,Can't Tell,0.6652,United,,jjpd5,,0,@united this happens all the time.  United pilots are always in the exit row.  America treats there customers better than their employees.,,2015-02-18 22:37:54 -0800,,,1
3529,568295728272900096,negative,1.0,Flight Attendant Complaints,0.6847,United,,jjpd5,,0,@united yes when I got to the gate I specifically asked if there where any other seats.  Very discouraging to walk past the crew. 37d,,2015-02-18 22:27:14 -0800,,,1
3535,568283819477839872,negative,1.0,Late Flight,0.6816,United,,Hanagavadi,,0,@united ... horrible wait time on 4348 to get a gate  ..shows total miss  management . Value customer time and respect thier sentiment,,2015-02-18 21:39:55 -0800,,,1
3536,568282692845842432,negative,1.0,Customer Service Issue,0.6679999999999999,United,,Hanagavadi,,1,"@united  very disappointed by the service starting from gate operator at BOS , who was  rude in stopping a carry-on bag...",,2015-02-18 21:35:26 -0800,,,1
3544,568278936561401856,negative,1.0,Customer Service Issue,1.0,United,,themkhiggy,,0,@united ^GJ I do believe that this is hands down the worst service I've EVER experienced. Makes @comcast look amazing. #UnitedAirlines,,2015-02-18 21:20:31 -0800,"Houston, TX",Central Time (US & Canada),1
3545,568278231973044225,positive,1.0,,,United,,froyomama,,0,@united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!,,2015-02-18 21:17:43 -0800,,Central Time (US & Canada),1
3546,568276805972570112,negative,0.6701,Flight Booking Problems,0.3402,United,,TiffanyHaverly,,0,@united I can't tell/purchase through the website because they put us on a Lufthansa flight for the first leg.,,2015-02-18 21:12:03 -0800,Washington D.C.,Eastern Time (US & Canada),1
3548,568275733736353792,neutral,0.6511,,0.0,United,,annemariee46,,0,@united hey I left my favorite blanket on the plane bring it back home to me:-(,,2015-02-18 21:07:47 -0800,,Hawaii,1
3552,568272841780682752,neutral,1.0,,,United,,SupaZ22,,0,@united flight...gotta make this connector,,2015-02-18 20:56:18 -0800,"Chicago, Illinois.",Eastern Time (US & Canada),1
3561,568267340405542914,neutral,0.6825,,0.0,United,,DominikZmuda,,0,@united any info on delays at SFO tomorrow due to low clouds?,,2015-02-18 20:34:26 -0800,,Warsaw,1
3562,568266890499346432,negative,1.0,Bad Flight,0.6927,United,,marylkrupa,,1,"@united because of the horrific flight experience, you guys have made me NEVER want to fly on an airplane every again!!!!!!!","[38.78438914, -104.72749614]",2015-02-18 20:32:39 -0800,"Detroit, Michigan ",,1
3569,568262481698803712,neutral,0.3512,,0.0,United,,santiagopinzong,,0,"@united we finally just arrive to Bogota, good but long flight!!",,2015-02-18 20:15:08 -0800,Colombia,Central Time (US & Canada),1
3574,568259593773518848,neutral,1.0,,,United,,Austin_Dillman,,0,@united Want to make my day? :) Friend is Premier &amp; I should be soon. Any chance you can upgrade our two 10 hr leg of flights to ecom plus?,,2015-02-18 20:03:39 -0800,"San Francisco, CA",Quito,1
3575,568258906159501312,negative,1.0,Can't Tell,0.3444,United,,MEGHANson,,0,@united please review and fix your baggage procedures at Dulles because it happens every week when my sister travels there on your airline,,2015-02-18 20:00:55 -0800,"Philadelphia, PA",Pacific Time (US & Canada),1
3576,568258846235316225,negative,1.0,Customer Service Issue,1.0,United,,themkhiggy,,0,@united nothing else from you ^GJ? Where is your customer service?,,2015-02-18 20:00:41 -0800,"Houston, TX",Central Time (US & Canada),1
3582,568252997886545920,negative,1.0,Bad Flight,0.6335,United,,themkhiggy,,0,@united then watched my connecting flight in DEN pull away from the gate only to pull into THE SAME gate. #SlapInTheFace,,2015-02-18 19:37:26 -0800,"Houston, TX",Central Time (US & Canada),1
3585,568252787756302336,negative,1.0,Late Flight,1.0,United,,Belendelcanto,,0,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,,2015-02-18 19:36:36 -0800,Seattle,Hawaii,1
3586,568250452057427970,negative,1.0,Cancelled Flight,1.0,United,,_saranguyen,,0,@united can you please stop Cancelled Flightling your flights? I am trying to get home to take two exams tomorrow. You've Cancelled Flightled 3 flights on me.,,2015-02-18 19:27:20 -0800,"Columbia, MO",Central Time (US & Canada),1
3592,568249132323770368,negative,1.0,Lost Luggage,1.0,United,,vina_love,,0,@united this is despicable I spoke to  many diff people &amp; everyone is telling me something different I have a claim no. I need my bag now,,2015-02-18 19:22:05 -0800,ny,Quito,1
3593,568248950450311169,negative,1.0,Bad Flight,0.7124,United,,jjpd5,,0,@united how come the crew traveling on the flight gets a better seat and I get stuck checking my bag and the crews bag got on the flight.,,2015-02-18 19:21:21 -0800,,,1
3595,568248245563969536,positive,0.6559,,,United,,caitieamanda,,0,@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!,,2015-02-18 19:18:33 -0800,"Brisbane, Australiaaa!",Brisbane,1
3596,568248180057325568,neutral,1.0,,,United,,MarshBrentnall,,0,@united can you please tell me where United flies to from Sydney Australia - pref Asia Pac or US as I have a voucher to redeem.,"[0.0, 0.0]",2015-02-18 19:18:18 -0800,"Rozelle, NSW",Sydney,1
3599,568243964983308289,negative,1.0,Late Flight,1.0,United,,markymark928,,1,@united are you trying to break a world record for most delayed flights in a year?,,2015-02-18 19:01:33 -0800,"Buffalo, Ny",Quito,1
3601,568240029413163008,neutral,1.0,,,United,,MichHardyTV,,0,"@united @VUSA_Australia I'm just an Aussie cowgirl lookin' for my cowboy. Take me to Fort Worth, Estelle says I'll find him there!","[-33.87144962, 151.20821275]",2015-02-18 18:45:55 -0800,Sydney,Hawaii,1
3605,568237684277141504,negative,1.0,Late Flight,1.0,United,,themkhiggy,,0,@united I bet @SouthwestAir doesn't turn a thirty minute delay on an original flight into a 7+ hour delayed arrive time,,2015-02-18 18:36:35 -0800,"Houston, TX",Central Time (US & Canada),1
3608,568236691397279745,negative,0.6436,Flight Booking Problems,0.3445,United,,theLOdown94,,0,@united final destination was booked through United but with quantas. United has not yet contacted Auckland. I am unaware of case ID number,,2015-02-18 18:32:39 -0800,,Atlantic Time (Canada),1
3609,568236000390082560,neutral,0.6529,,0.0,United,,140JustinC,,0,@united was in the air. Just DMd you,,2015-02-18 18:29:54 -0800,Fredericton NB,Atlantic Time (Canada),1
3611,568234670166568960,negative,0.6838,Lost Luggage,0.3419,United,,vina_love,,0,@united yes I have,,2015-02-18 18:24:37 -0800,ny,Quito,1
3616,568231742449922049,negative,1.0,Customer Service Issue,1.0,United,,TheMouthLAKings,,0,@united negative. Done wasting time with amateurs at customer service. Thanks for at least offering.,,2015-02-18 18:12:59 -0800,"Q's, Staples Center",Pacific Time (US & Canada),1
3617,568231586585550848,positive,1.0,,,United,,gasbabe,,0,"@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails",,2015-02-18 18:12:22 -0800,Chicagoland,,1
3618,568231529823891456,positive,1.0,,,United,,pnjarich,,0,"@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here.",,2015-02-18 18:12:08 -0800,"ÜT: 38.006902,-78.502005",Quito,1
3621,568229032652709888,neutral,0.6405,,0.0,United,,mwbotelho,,0,"@united Hopefully They will give me a feedback, bafore my flight...",,2015-02-18 18:02:13 -0800,Curitiba,Brasilia,1
3622,568228749696577536,positive,1.0,,,United,,agolod13,,0,"@united Very good flight, thank you!",,2015-02-18 18:01:05 -0800,"Chicago, IL",,1
3625,568228124263124992,positive,1.0,,,United,,john_escreet,,0,"@united yes #LHRT2 lounge is fantastic, if only the US ones could be remotely similar!",,2015-02-18 17:58:36 -0800,New York,Eastern Time (US & Canada),1
3634,568217863611404288,negative,1.0,Lost Luggage,0.6485,United,,theLOdown94,,0,@united is the worst airline. Lost my luggage delayed my flights and has been very unaccomidating,,2015-02-18 17:17:50 -0800,,Atlantic Time (Canada),1
3635,568217304259010560,neutral,0.6416,,0.0,United,,GaryMartinNYC,,0,@united Flight 280,"[40.74389886, -74.12493599]",2015-02-18 17:15:36 -0800,New York City,Eastern Time (US & Canada),1
3636,568217301243133952,neutral,0.6452,,,United,,DontenPhoto,,0,@united Flight 1640 (N33289) arrives at @FlyTPA following flight from @iah http://t.co/RvCDA2nnme,,2015-02-18 17:15:36 -0800,"Englewood, Florida",Eastern Time (US & Canada),1
3638,568215154569166848,positive,1.0,,,United,,RobandMeg,,0,"@united we had a wonderful flight attendant named Leah that was with us from lga to den, then den to anchorage!",,2015-02-18 17:07:04 -0800,"Staten Island, NY",Eastern Time (US & Canada),1
3643,568212521657737216,neutral,1.0,,,United,,JRamosGonzalez,,0,@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?,,2015-02-18 16:56:36 -0800,Barcelona,,1
3645,568210563991363584,negative,0.6737,Can't Tell,0.6737,United,,questions_faith,,0,@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed,,2015-02-18 16:48:49 -0800,"Elkhart, Indiana",Atlantic Time (Canada),1
3649,568206538147364864,neutral,1.0,,,United,,Miki_Palich,,0,@united Hi guys. I submitted a request for ticket/hotel reimbursement for a delayed/over night stay coming back from the Dominican. Help?,,2015-02-18 16:32:50 -0800,"Los Angeles, California",,1
3650,568206350804770816,negative,1.0,Customer Service Issue,0.3461,United,,frannie_ryan,,0,"@united Apologize to the President. Once those employees blamed him, I heard it repeated 20 times.",,2015-02-18 16:32:05 -0800,Memphis TN,Central Time (US & Canada),1
3653,568204808122974209,negative,1.0,Lost Luggage,1.0,United,,vina_love,,0,@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?,,2015-02-18 16:25:57 -0800,ny,Quito,1
3654,568204231271796736,positive,0.6753,,,United,,RobandMeg,,0,"@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS",,2015-02-18 16:23:40 -0800,"Staten Island, NY",Eastern Time (US & Canada),1
3657,568204042964332544,positive,0.653,,,United,,parryaftab,,0,@united thnx,,2015-02-18 16:22:55 -0800,,Central Time (US & Canada),1
3659,568203785996263424,positive,0.6525,,,United,,mfcompany,,0,@united it's kinda funny. No worries.,,2015-02-18 16:21:53 -0800,Las Vegas,Eastern Time (US & Canada),1
3665,568198349393768448,positive,1.0,,,United,,jasemccarty,,0,"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated.",,2015-02-18 16:00:17 -0800,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada),1
3666,568195829238005760,negative,0.6556,Bad Flight,0.3333,United,,JaimeAlexis,,0,"@united makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded.",,2015-02-18 15:50:16 -0800,"San Francisco, CA",Eastern Time (US & Canada),1
3671,568192567348604928,negative,1.0,Customer Service Issue,1.0,United,,havecl,,0,@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail,,2015-02-18 15:37:19 -0800,,,1
3673,568191963838746624,neutral,1.0,,,United,,ghidinelli,,0,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,"[41.98084325, -87.90939435]",2015-02-18 15:34:55 -0800,"San Francisco, California",Pacific Time (US & Canada),1
3676,568190725319311360,negative,0.6534,Late Flight,0.6534,United,,jasemccarty,,0,"@united gotta love giving up 1st class upgrade b/c flight delayed, to get another flight (also delayed) just to ensure I make my connection.",,2015-02-18 15:30:00 -0800,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada),1
3678,568189949415170048,negative,1.0,Lost Luggage,1.0,United,,mtezna,,0,"@united Not sure what happened @ MSP yesterday, but VERY UNHAPPY my bag was not only delayed, but sat at MSP for 8 hrs b4 delivery @ 2:30 am",,2015-02-18 15:26:55 -0800,Virginia,Eastern Time (US & Canada),1
3680,568189430202130432,negative,0.6632,Can't Tell,0.6632,United,,thekulway,,0,@united I'm flying @AmericanAir on the way back. I rarely fly them but let's see if they are any better....,,2015-02-18 15:24:51 -0800,San Francisco,Pacific Time (US & Canada),1
3685,568186803930464256,positive,0.6889,,0.0,United,,santiagopinzong,,0,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family",,2015-02-18 15:14:25 -0800,Colombia,Central Time (US & Canada),1
3697,568183502161743873,negative,1.0,Late Flight,1.0,United,,frannie_ryan,,0,@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle,,2015-02-18 15:01:17 -0800,Memphis TN,Central Time (US & Canada),1
3700,568180768804978688,negative,0.6842,Late Flight,0.6842,United,,gailmmath,,0,"@united I find this text funny, considering we are still sitting here because 2 seats need to be changed out. http://t.co/LoLuWfCi11",,2015-02-18 14:50:26 -0800,,,1
