,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,label
1294,569849299850305536,negative,0.6495,Lost Luggage,0.3349,United,,fredcarlton,,0,"@united nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http://t.co/0pRGySvuRm",,2015-02-23 05:20:35 -0800,,Pacific Time (US & Canada),3
1295,569847318062632960,negative,0.3804,Flight Booking Problems,0.3804,United,,hart0277,,0,"@united wasn't trying to Cancelled Flight, just trying to change my award ticket, same date and place, but thanks for sending the link, I know the fee",,2015-02-23 05:12:42 -0800,Chicago,,3
1303,569842196045656064,negative,1.0,Flight Attendant Complaints,1.0,United,,nicoleleigh85,,0,"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool.",,2015-02-23 04:52:21 -0800,Sheboygan,,3
1310,569838973490765824,neutral,0.6495,,,United,,idguy,,0,@united Thanks. Got it straightend out last night.,,2015-02-23 04:39:33 -0800,New Jersey,Eastern Time (US & Canada),3
1316,569836091651592192,negative,1.0,Lost Luggage,0.3476,United,,crsmoore,,0,"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send.",,2015-02-23 04:28:05 -0800,USA / The World,Eastern Time (US & Canada),3
1333,569816326744776705,neutral,1.0,,,United,,thepriceisright,,0,@united someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.,"[0.0, 0.0]",2015-02-23 03:09:33 -0800,"Richmond, VA",Eastern Time (US & Canada),3
1351,569785074910154752,neutral,0.6684,,,United,,The5y5Adm1n,,0,@united followed you and DM'd you,,2015-02-23 01:05:22 -0800,,,3
1359,569769708569767936,negative,1.0,longlines,0.6774,United,,eryder,,0,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.),,2015-02-23 00:04:18 -0800,"Lexington, Ky",Eastern Time (US & Canada),3
1370,569755876401274880,neutral,0.6667,,,United,,lclohmd,,1,@united you'll be hearing from me for sure.,,2015-02-22 23:09:21 -0800,Toronto,,3
1371,569754680626008064,negative,1.0,Cancelled Flight,1.0,United,,pdxmucci,,1,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United,,2015-02-22 23:04:36 -0800,"Portland, OR",,3
1375,569751096580812801,negative,1.0,longlines,0.3456,United,,ScottRSlaughter,,0,@united doesn't help the 100 or more passengers that just arrived an hour Late Flight.,,2015-02-22 22:50:21 -0800,,,3
1376,569750540302680064,negative,1.0,Late Flight,1.0,United,,hilary33836700,,0,@united 40 minutes on tarmac now. That's after 9 hour delay.,,2015-02-22 22:48:08 -0800,,,3
1380,569748884164988929,negative,1.0,Flight Attendant Complaints,0.6818,United,,JacquieMae08,,1,@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.,,2015-02-22 22:41:34 -0800,SD || CA   ,Arizona,3
1385,569748289945362435,negative,1.0,Flight Attendant Complaints,0.3435,United,,chocolossus,,0,@united also didn't ice the frozen metal walkway. Wasted 40 minutes because no one knew how to do simple jobs.,,2015-02-22 22:39:12 -0800,"Vancouver, CA",,3
1391,569745645956771840,negative,1.0,Cancelled Flight,1.0,United,,patlee,,0,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ","[0.0, 0.0]",2015-02-22 22:28:42 -0800,"Bay Area, CA",Pacific Time (US & Canada),3
1398,569741366642618368,neutral,0.6659,,0.0,United,,toromiller,,0,"@united UA flight 1247. SFO to LAX took my carry on at gate. I'm Group 2, overhead bins are empty",,2015-02-22 22:11:41 -0800,"Boston, MA",Eastern Time (US & Canada),3
1416,569725805066002432,negative,1.0,Lost Luggage,1.0,United,,HamborgJack,,0,@united will lose my bag but won't give me free pretzels #frauds,,2015-02-22 21:09:51 -0800,,,3
1418,569724705063596032,negative,1.0,Late Flight,1.0,United,,deltabrav0,,0,@united does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter,"[36.08161548, -115.14959772]",2015-02-22 21:05:29 -0800,"ÜT: 31.333857,-94.724549",Central Time (US & Canada),3
1419,569724682695368705,negative,1.0,Customer Service Issue,1.0,United,,anniemccleary,,0,@united Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!,,2015-02-22 21:05:23 -0800,,Brisbane,3
1427,569723985262354433,negative,1.0,Customer Service Issue,0.6477,United,,ljtypes,,0,@united and was told that its been the case for weeks but is still not resolved.,,2015-02-22 21:02:37 -0800,H-town,,3
1428,569723932355358720,negative,1.0,Flight Booking Problems,0.6654,United,,asciimike,,0,"@united clicked ""upgrade now"" and it didn't upgrade. What gives? http://t.co/N7oSjz8a59",,2015-02-22 21:02:25 -0800,Rose Bubble,,3
1434,569722020776116224,negative,1.0,Customer Service Issue,1.0,United,,almaaa08,,0,"@united yes I have and I was calling in regards to speaking to someone about it even further, but unfortunately i was just bounced around.",,2015-02-22 20:54:49 -0800,,Eastern Time (US & Canada),3
1437,569720565319102464,negative,1.0,Late Flight,0.3639,United,,meeems22,,1,"@united A very disappointing experience - plane mech. delay and next one didn't wait. No sincere apology, just told me to complain online",,2015-02-22 20:49:02 -0800,,,3
1439,569717327966691330,neutral,0.6736,,0.0,United,,Luvs_Kitties,,0,@united @reccewife with the exception of everything you've asked for. Heh,,2015-02-22 20:36:10 -0800,#ygk,Atlantic Time (Canada),3
1442,569716594731044865,neutral,1.0,,,United,,TheJonesest,,0,@united UA1469. Just landed.,"[27.9746606, -82.5320172]",2015-02-22 20:33:15 -0800,"Tampa, Florida",Atlantic Time (Canada),3
1443,569716558487904258,negative,0.6392,Bad Flight,0.3299,United,,PopsCutrona,,0,@united considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?,,2015-02-22 20:33:07 -0800,"San Francisco, Ca",Pacific Time (US & Canada),3
1455,569711003585220608,negative,1.0,Lost Luggage,1.0,United,,Nic_Thoman23,,0,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams,"[45.67922693, -111.04839797]",2015-02-22 20:11:02 -0800,GLP,Eastern Time (US & Canada),3
1470,569707473973739520,positive,1.0,,,United,,LisaGetz1,,0,@united it was delivered! Thank you for making sure it arrived at my doorstep!,,2015-02-22 19:57:01 -0800,"Beijing, China",,3
1476,569705813142409217,negative,1.0,Customer Service Issue,0.6705,United,,natashajw,,1,@united Thanks for the vague canned response that doesn't address the issue!,,2015-02-22 19:50:25 -0800,"san francisco, ca",Pacific Time (US & Canada),3
1478,569705220088795136,negative,1.0,Late Flight,0.6765,United,,kaobrien812,,0,@united that's not good enough for all of us affected by the awful organization and timing and have now been set back,,2015-02-22 19:48:03 -0800,"Medford, MA",,3
1479,569705212274995201,negative,1.0,Flight Attendant Complaints,0.3441,United,,DRVerges,,0,@united  Otis in the baggage claim by Bay #8. not at all happy but not nearly as pissed.,,2015-02-22 19:48:01 -0800,Chicago,Central Time (US & Canada),3
1482,569703480933408768,negative,1.0,Lost Luggage,0.3542,United,,uncommongrape,,0,@united I did. It took about an hour and a half though,,2015-02-22 19:41:09 -0800,"Rockaway, NJ",Eastern Time (US & Canada),3
1494,569698788216049664,negative,1.0,Customer Service Issue,1.0,United,,cressman,,0,@united You're trying to solve problem of your own making. Charging for checked luggage forces checking at gate. Brilliant.,"[0.0, 0.0]",2015-02-22 19:22:30 -0800,Utah,Mountain Time (US & Canada),3
1499,569697298768203776,negative,0.6606,Can't Tell,0.3425,United,,bricon67,,0,@United maybe find a different gate #ua1758,,2015-02-22 19:16:35 -0800,"ÜT: 33.987103,-118.399024",,3
1508,569693430902861824,neutral,0.6599,,0.0,United,,baftz,,0,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,,2015-02-22 19:01:12 -0800,,,3
1521,569684282706259968,negative,1.0,Late Flight,1.0,United,,bobgiolito,,0,"@united You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent",,2015-02-22 18:24:51 -0800,"Los Angeles, CA",Pacific Time (US & Canada),3
1525,569681831039074306,negative,1.0,Customer Service Issue,0.657,United,,huskerjon00,,0,"@united Instead of sending inaccurate emails about delay every 5 min, just say we will get you there when we get you there.",,2015-02-22 18:15:07 -0800,,,3
1544,569669516185063424,negative,1.0,Can't Tell,1.0,United,,djflacoflash,,0,@united i sure will,,2015-02-22 17:26:11 -0800,Everywhere,,3
1548,569667955727818752,neutral,0.3428,,0.0,United,,danny_9_9,,0,@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌,,2015-02-22 17:19:59 -0800,,,3
1554,569666428388958209,neutral,0.6813,,0.0,United,,kgwalt3,,0,@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,,2015-02-22 17:13:55 -0800,,,3
1555,569666352794898432,positive,0.66,,0.0,United,,anoyes,,0,@united social media team is on point on #OscarNight :),,2015-02-22 17:13:37 -0800,"San Francisco, CA",Eastern Time (US & Canada),3
1560,569665258605842434,negative,1.0,Lost Luggage,0.3709,United,,malexcormier,,0,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay.",,2015-02-22 17:09:16 -0800,North,Central Time (US & Canada),3
1574,569660691256188929,negative,1.0,Late Flight,0.6655,United,,doug_samuel,,0,@united UA1534 has now had 11 different departure times. Wtf. Make up your mind.,,2015-02-22 16:51:07 -0800,,Eastern Time (US & Canada),3
1579,569658503570296832,negative,0.6361,Customer Service Issue,0.6361,United,,RyanSennett,,0,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?",,2015-02-22 16:42:25 -0800,"Vancouver, WA",Pacific Time (US & Canada),3
1583,569656322154565632,negative,1.0,Can't Tell,0.6188,United,,denitiodeltoro,,0,@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit,,2015-02-22 16:33:45 -0800,The Town,Central Time (US & Canada),3
1588,569654439646269440,neutral,1.0,,,United,,IamTamica,,0,@united I did. they told us the wrong carousel number.,,2015-02-22 16:26:16 -0800,moving forward... ,Eastern Time (US & Canada),3
1589,569654428636049408,neutral,0.6705,,0.0,United,,AlexColIins,,0,@united no thanks,,2015-02-22 16:26:14 -0800,michigan ,Eastern Time (US & Canada),3
1598,569649806202642432,negative,1.0,Lost Luggage,1.0,United,,Spencerklein,,0,@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,,2015-02-22 16:07:52 -0800,,Eastern Time (US & Canada),3
1603,569647615194898432,negative,1.0,Customer Service Issue,0.6966,United,,ImagesbyTLP,,1,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines",,2015-02-22 15:59:09 -0800,earth,Pacific Time (US & Canada),3
1614,569645048696053761,negative,1.0,Late Flight,0.6522,United,,ImagesbyTLP,,0,"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines",,2015-02-22 15:48:57 -0800,earth,Pacific Time (US & Canada),3
1617,569643671198572544,positive,0.6893,,0.0,United,,__XT,,0,@united thanks for updating me about the 1+ hour delay the exact second I got to ATL. 🙅🙅🙅,,2015-02-22 15:43:29 -0800,,Eastern Time (US & Canada),3
1626,569641346316640256,positive,1.0,,,United,,DJTouf,,0,@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,"[41.97890473, -87.91027352]",2015-02-22 15:34:15 -0800,"Buffalo, NY",,3
1628,569641319712169984,negative,0.3608,Flight Attendant Complaints,0.3608,United,,reccewife,,0,"@united we were told when we checked in, as soon as we were allowed to, that there are no other seats available on the plane except middle.",,2015-02-22 15:34:08 -0800,"Kingston, Canada",Mountain Time (US & Canada),3
1633,569640141989552128,positive,1.0,,,United,,rhettmcpeake,,0,@united and to add to my earlier tweet. This was my daughters 5th Bday present. Thank you for the hard work and making it happen.,,2015-02-22 15:29:27 -0800,Pittsburgh ,,3
1634,569639854277066752,positive,0.6599,,,United,,DRVerges,,0,@united you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure,,2015-02-22 15:28:19 -0800,Chicago,Central Time (US & Canada),3
1643,569637373853745152,negative,1.0,Customer Service Issue,1.0,United,,FernHeinig18,,1,@united. Once again your lack of customer centricity us astounding,,2015-02-22 15:18:27 -0800,,,3
1650,569635389289459712,negative,1.0,Can't Tell,0.3684,United,,gtotheoff,,1,". @united 5 hours, 3 gates, and 3 planes Late Flightr still not an update, explanation, or apology to be had. #WorstAirlineEver #UnitedAirlines",,2015-02-22 15:10:34 -0800,,Central Time (US & Canada),3
1654,569634748177514496,negative,1.0,Lost Luggage,1.0,United,,jprice9227,,0,"@united no, we still have not heard anything from anyone at @united or the @ErieAirport",,2015-02-22 15:08:01 -0800,,,3
1664,569631041356320768,positive,0.6697,,,United,,scottdraeger,,0,@united I trust you enough to put my coat in my checked bag!,,2015-02-22 14:53:18 -0800,Chicagoland,Central Time (US & Canada),3
1668,569630837538361344,positive,0.6775,,,United,,achoifitz,,0,"@united finally made it to rep, who solved my problem.",,2015-02-22 14:52:29 -0800,Europe - America,Central Time (US & Canada),3
1673,569629228225859584,neutral,0.6489,,0.0,United,,thefarb,,0,@united you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,,2015-02-22 14:46:05 -0800,"ÜT: 39.39339,-76.762595",Eastern Time (US & Canada),3
1675,569628591475924994,negative,1.0,Late Flight,1.0,United,,kaobrien812,,0,@united worst flying experience ever and they tried to blame it on ATC?! I watched them load bags for 30min after boarding 45min Late Flight,,2015-02-22 14:43:34 -0800,"Medford, MA",,3
1676,569628499549548545,neutral,0.6733,,,United,,joelrwilliams1,,0,@united used to (still do?) let you listen to flight radio...I often did...interesting to me #TCMParty #CE3K #31DaysOfOscar,,2015-02-22 14:43:12 -0800,"Greensboro, NC",Eastern Time (US & Canada),3
1681,569626849183035392,positive,0.66,,,United,,krisrice,,0,@united nope all set. Thx for checking.,,2015-02-22 14:36:38 -0800,"Bedford, NH",Pacific Time (US & Canada),3
1685,569625953602834433,negative,1.0,Late Flight,0.6477,United,,iamchriswoody,,0,"@united the most frustrating flying experience. One continuous ""I dunno what time you will leave today. "". Dunno?! That's code for ...?",,2015-02-22 14:33:05 -0800,Richmond Virginia ,Eastern Time (US & Canada),3
1686,569625419097313282,positive,1.0,,,United,,BigJosh797,,0,"@united on 2/20 Denver AP, gate B91 (destination Santa Fe), agent Ashley did an amazing job in the face of an angry traveler. Kudos.",,2015-02-22 14:30:57 -0800,"Houston, Texas",Central Time (US & Canada),3
1688,569624909501984768,negative,1.0,Bad Flight,0.6508,United,,mathardin,,0,@united I'd rather spend two days in the back seat of a Volkswagen than two hours on your plane! #disgruntled #whatacluster,,2015-02-22 14:28:56 -0800,Corpus Christi,,3
1691,569623343424413697,negative,1.0,Can't Tell,1.0,United,,mathardin,,0,"@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor.",,2015-02-22 14:22:42 -0800,Corpus Christi,,3
1697,569620944160886784,negative,1.0,Late Flight,1.0,United,,baj2081,,0,@united thanks for causing us to miss our connection and now a 6hour delay #flydeltanexttime,,2015-02-22 14:13:10 -0800,,,3
1699,569620432204267520,negative,1.0,Can't Tell,1.0,United,,BUlizard,,0,@united I hope you lose the next govt contract,,2015-02-22 14:11:08 -0800,,,3
1703,569620002652889088,negative,1.0,Can't Tell,0.69,United,,kaf_silva,,0,@united ridiculous! I have to be refunded whenever I get at my final destination or not!,,2015-02-22 14:09:26 -0800,,,3
1707,569619208884977664,negative,1.0,Lost Luggage,0.65,United,,paul27k,,0,"@united, we've been waiting for over an hour for our luggage- what gives?","[40.69672337, -74.17710665]",2015-02-22 14:06:17 -0800,,,3
1709,569619171866222592,negative,1.0,Customer Service Issue,1.0,United,,BUlizard,,0,@united Lied to my face at the gate about upgrades. Thanks. #badservice #unitedsucks,,2015-02-22 14:06:08 -0800,,,3
1720,569617019257151488,negative,1.0,Customer Service Issue,0.6856,United,,BUlizard,,0,@united and I was denied an upgrade because of catering issues??? #poorservice,,2015-02-22 13:57:35 -0800,,,3
1721,569616974256472064,negative,1.0,Bad Flight,1.0,United,,emilyjoynoon,,0,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!,,2015-02-22 13:57:24 -0800,Los Angeles,Quito,3
1725,569615659333627904,neutral,0.6957,,0.0,United,,Mikeplos,,0,@united...do you still have flat tire policy.  Shuttle broke down on way to ORD.  Will probably miss the 425pm to CLE...Help please!!,,2015-02-22 13:52:10 -0800,"Erie, PA",,3
1728,569614679154143232,negative,1.0,Customer Service Issue,0.6676,United,,AlyssaOMalley,,0,@united so unhelpful... http://t.co/vBfIeo2qJC,"[39.85861469, -104.67233425]",2015-02-22 13:48:17 -0800,"Watertown, MA",Eastern Time (US & Canada),3
1739,569608870429114368,negative,1.0,Customer Service Issue,0.3407,United,,windycityf,,0,@united stuck in YYZ because staff took a break? Not happy 1K....,,2015-02-22 13:25:12 -0800,"Oak Park, IL ",Hawaii,3
1758,569598985737867265,negative,1.0,Late Flight,0.6658,United,,poweroflindsey,,0,"@united missing my amazing us bank work conference, not ok.  What do I do now?????","[39.8586566, -104.6718497]",2015-02-22 12:45:55 -0800,Ft Collins ,,3
1768,569593910869127168,negative,1.0,Late Flight,1.0,United,,rmeyers_5,,0,"@United says we had a weather delay in #YXE this morning. The ""weather"" didn't affect any other airline. #UA6136 http://t.co/4JdvK8tCqx","[39.85873319, -104.67372668]",2015-02-22 12:25:45 -0800,Saskatoon,Saskatchewan,3
1770,569592236981284864,negative,1.0,Cancelled Flight,1.0,United,,Laura_GomezRod,,1,"@united It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol",,2015-02-22 12:19:06 -0800,"Phoneix, AZ",Eastern Time (US & Canada),3
1773,569591647685775361,neutral,0.6733,,0.0,United,,Lmuschel,,0,@united @Lmuschel he is traveling with me on a sep reservation number F3KxB8,,2015-02-22 12:16:45 -0800,,,3
1775,569591456190504961,neutral,0.6354,,0.0,United,,tspinnersbride,,0,@united You must follow me in order for me to send you a direct message if that is what you meant.,,2015-02-22 12:16:00 -0800,,,3
1776,569590151657103360,neutral,0.6423,,0.0,United,,tspinnersbride,,0,@united I don't know what DM the confirmation number means.,,2015-02-22 12:10:49 -0800,,,3
1778,569589829735821312,neutral,1.0,,,United,,tspinnersbride,,0,@united What does DM the confirmation @ mean???,,2015-02-22 12:09:32 -0800,,,3
1779,569589493138731009,negative,1.0,Late Flight,1.0,United,,mbrooke_brooke,,0,"@united - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!",,2015-02-22 12:08:12 -0800,,,3
1782,569588082284101633,negative,1.0,Customer Service Issue,0.6931,United,,tunacan1901,,0,@united line full of worried customers and guy at desk says so sorry you will have to take care of your problems Late Flightr I don't have time.,,2015-02-22 12:02:35 -0800,,,3
1794,569581903965265920,negative,1.0,Customer Service Issue,0.6593,United,,HFShortSeller,,0,@united  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k,,2015-02-22 11:38:02 -0800,,,3
1798,569580197709783040,negative,1.0,Bad Flight,1.0,United,,hellmann_kyle2,,0,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?",,2015-02-22 11:31:16 -0800,Michigan,,3
1809,569576395778748416,negative,1.0,Customer Service Issue,1.0,United,,daviswb,,1,Only 14 biz days (18 calendar) to respond to my inquiry @united ?  I hope your standards are universally adopted :-/ #BadCustomerService,,2015-02-22 11:16:09 -0800,"Houston, TX",,3
1813,569571772355489792,negative,1.0,Customer Service Issue,1.0,United,,aDeniseHuxtable,,0,@united called back and I've been on hold. What is the issue?! I have a confirmation number and an email that shows how much I've paid,,2015-02-22 10:57:47 -0800,Nueva York,Quito,3
1821,569569272898445313,negative,1.0,Flight Attendant Complaints,0.6837,United,,gabi1985,,0,@united I unfortunately didn't get her name :( she was not nice!,,2015-02-22 10:47:51 -0800,"Washington, DC",Eastern Time (US & Canada),3
1827,569567167429128192,positive,1.0,,,United,,LuisCadena,,0,@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!,,2015-02-22 10:39:29 -0800,Earth,Central Time (US & Canada),3
1836,569562383489896448,neutral,0.6940000000000001,,0.0,United,,djsox5,,0,"@United why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures",,2015-02-22 10:20:28 -0800,"Hingham, MA",Eastern Time (US & Canada),3
1849,569556131078475777,positive,1.0,,,United,,WilliGranny,,0,"@united we got it, thanks.",,2015-02-22 09:55:38 -0800,,Central Time (US & Canada),3
1851,569555146562080768,positive,0.6633,,,United,,Eivind_G,,0,"@united This is probably the least dependable airline in the Western Hemisphere. @united does not belong in Star Alliance, but SkyTeam",,2015-02-22 09:51:43 -0800,"Stavanger, Norway",,3
1854,569554815539290112,negative,1.0,Late Flight,1.0,United,,mitchheard,,0,@united this 2 hr delay is a vacation buzzkill,,2015-02-22 09:50:24 -0800,"Austin, TX",Central Time (US & Canada),3
1859,569550676784578562,negative,1.0,Bad Flight,1.0,United,,jrdurante,,0,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",,2015-02-22 09:33:57 -0800,,Atlantic Time (Canada),3
1860,569550290753445889,negative,1.0,Bad Flight,0.6686,United,,patrickbeiers,,0,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues,,2015-02-22 09:32:25 -0800,"ORLANDO, FL",,3
1865,569544873809989632,positive,1.0,,,United,,emmarosewright,,0,@united finally got through and they were very helpful. Appreciate it!,,2015-02-22 09:10:54 -0800,,Central Time (US & Canada),3
1874,569541848877957120,positive,0.6644,,0.0,United,,greghm88,,0,@united thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow,,2015-02-22 08:58:53 -0800,London,,3
1877,569539834131443712,positive,0.6846,,,United,,LisaGetz1,,0,@united THANK YOU!,,2015-02-22 08:50:52 -0800,"Beijing, China",,3
1878,569539000312188928,negative,1.0,Late Flight,0.6806,United,,jeisensc,,0,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF,"[39.99829207, -82.88085401]",2015-02-22 08:47:33 -0800,"San Diego, CA",Pacific Time (US & Canada),3
1892,569531969110974464,positive,1.0,,,United,,KapuriaMd,,0,@united worked out after all. Thanks for your immediate reply!!,,2015-02-22 08:19:37 -0800,,,3
1894,569531484903772161,neutral,0.6753,,0.0,United,,allen_crawford,,0,"@united It was 3387. But we helped you with the weight issue, took your vouchers, and hopped on a @Delta flight instead. #winwin",,2015-02-22 08:17:42 -0800,"Indianapolis, IN",Eastern Time (US & Canada),3
1895,569531274991239168,negative,1.0,Late Flight,1.0,United,,newguymeltz,,0,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together",,2015-02-22 08:16:51 -0800,Bellaire TX,Central Time (US & Canada),3
1906,569526172335222784,neutral,1.0,,,United,,ATL_Attorney,,0,@united same day flights,,2015-02-22 07:56:35 -0800,"Atlanta, GA",Quito,3
1921,569518979103924224,neutral,0.64,,0.0,United,,throthra,,0,@united why de-ice before taxing? Maybe it #makestoomuchsense ? #shouldhaveflowndelta #unitedsucks @Delta @SouthwestAir @AmericanAir,,2015-02-22 07:28:00 -0800,,,3
1925,569517323180236800,negative,1.0,Late Flight,1.0,United,,laurahotaling,,0,@united Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany. #united1K,,2015-02-22 07:21:25 -0800,,,3
1937,569513811285311488,negative,1.0,Late Flight,0.7143,United,,BuickJohnc,,0,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired,,2015-02-22 07:07:28 -0800,Edinburgh,,3
1940,569513049507246081,neutral,0.6292,,0.0,United,,craigsmail,,0,@united can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was Cancelled Flightled.,,2015-02-22 07:04:26 -0800,"Kansas City, USA",Eastern Time (US & Canada),3
1946,569508282995486720,negative,1.0,Can't Tell,0.6556,United,,DanielPaulEller,,0,@united fuck you for not caring 😢,,2015-02-22 06:45:30 -0800,Chicago,Central Time (US & Canada),3
1950,569506670189137920,negative,0.6473,Lost Luggage,0.6473,United,,szymanski_t,,0,@united if you lost my belongings then BE HONEST!,,2015-02-22 06:39:05 -0800,,Eastern Time (US & Canada),3
1966,569502869243736065,negative,1.0,Lost Luggage,1.0,United,,szymanski_t,,0,@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!,,2015-02-22 06:23:59 -0800,,Eastern Time (US & Canada),3
1983,569491456173477889,negative,1.0,Cancelled Flight,1.0,United,,PubliusTX,,0,"@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool.",,2015-02-22 05:38:38 -0800,"Houston, TX",Central Time (US & Canada),3
1989,569490420356374528,negative,0.6821,Bad Flight,0.6821,United,,sap_geek,,0,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,,2015-02-22 05:34:31 -0800,,,3
1993,569487156399378434,negative,0.6989,Late Flight,0.6989,United,,robbid,,0,@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.,,2015-02-22 05:21:33 -0800,"Huntington, WV",America/New_York,3
1996,569484671672651776,negative,1.0,Cancelled Flight,1.0,United,,ahaeder,,0,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting.",,2015-02-22 05:11:40 -0800,PDX,,3
1998,569483390581383168,positive,1.0,,,United,,houckie,,0,@united thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5,,2015-02-22 05:06:35 -0800,Northern Virginia,Eastern Time (US & Canada),3
2015,569474700386045955,positive,0.6421,,0.0,United,,docambrose97,,0,@united My bag reference ID number is IND43728M. Thanks for looking at it.,,2015-02-22 04:32:03 -0800,,,3
2020,569471541554978817,negative,1.0,Cancelled Flight,0.6665,United,,SagiRoi,,0,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel",,2015-02-22 04:19:30 -0800,,,3
2026,569462023173619712,neutral,0.6565,,,United,,victor_haydin,,0,"@united some compensation (e.g. upgrade to higher class for my rescheduled flight to MUC today) will be appreciated, though ;)",,2015-02-22 03:41:41 -0800,,Kyiv,3
2027,569461666695524352,negative,0.6525,Late Flight,0.3475,United,,victor_haydin,,0,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,,2015-02-22 03:40:16 -0800,,Kyiv,3
2032,569456035930484737,negative,0.3548,Lost Luggage,0.3548,United,,jimbradshaw4,,0,@united I know that. Thanks for the standard reply.,,2015-02-22 03:17:53 -0800,,Eastern Time (US & Canada),3
2050,569428644432617473,negative,1.0,Customer Service Issue,0.6598,United,,suntoshi,,0,@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,,2015-02-22 01:29:02 -0800,"Bedford, Nh",Eastern Time (US & Canada),3
2064,569404245142855680,negative,0.6545,Late Flight,0.6545,United,,TimBouhour,,0,@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets,,2015-02-21 23:52:05 -0800,"Raleigh, NC",,3
