tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.69952E+17,negative,1,Customer Service Issue,1,Southwest,,littlemissjacob,,0,"@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice.",,2/23/2015 12:09,,Pacific Time (US & Canada)
5.69946E+17,negative,1,Customer Service Issue,1,Southwest,,CoachJEvans,,0,@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?,,2/23/2015 11:46,Missouri,Eastern Time (US & Canada)
5.69942E+17,negative,1,Customer Service Issue,1,Southwest,,kaityteer,,0,"@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?",,2/23/2015 11:30,"Bellingham, Washington",Pacific Time (US & Canada)
5.69928E+17,negative,0.6665,Customer Service Issue,0.3446,Southwest,,imdar844,,0,@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?,,2/23/2015 10:32,CT,Quito
5.69924E+17,negative,1,Flight Booking Problems,0.3789,Southwest,,CravenMorhead,,0,"@SouthwestAir it's not disappointment, it's a blatant disregard for your business select customers, it's becoming a problem that's pushing",,2/23/2015 10:18,,Mountain Time (US & Canada)
5.69923E+17,negative,0.6634,Customer Service Issue,0.3366,Southwest,,AayeBaby,,0,"@SouthwestAir Hello remaining credits on your account will be refunded back to your credit card, when you choose a lower price flight?",,2/23/2015 10:12,D(M)V,Eastern Time (US & Canada)
5.6991E+17,negative,1,Customer Service Issue,0.6374,Southwest,,erinbraxton,,0,"@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?",,2/23/2015 9:20,Los Angeles,Pacific Time (US & Canada)
5.69907E+17,negative,1,Customer Service Issue,0.668,Southwest,,ShanRosenberg,,0,"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail",,2/23/2015 9:08,,
5.69902E+17,negative,1,Customer Service Issue,0.716,Southwest,,davidsawyerjr,,0,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!,,2/23/2015 8:49,"Austin, TX",Central Time (US & Canada)
5.69902E+17,negative,0.7022,Flight Booking Problems,0.7022,Southwest,,bzjames,,0,@SouthwestAir Just got companion pass and trying to add companion flgt but get purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS. Help!,,2/23/2015 8:49,,
5.69902E+17,negative,0.7113,Customer Service Issue,0.3919,Southwest,,laurenemiller11,,0,@SouthwestAir I did. Still haven't heard a thing.,,2/23/2015 8:49,"Westminster, CO",Mountain Time (US & Canada)
5.69895E+17,negative,0.7119,Customer Service Issue,0.7119,Southwest,,LukeWyckoff,,0,@SouthwestAir @LukeWyckoff: her name is Jane and she wanted was a call. 617-653-3040,,2/23/2015 8:23,"Denver, CO",Mountain Time (US & Canada)
5.6989E+17,negative,1,Customer Service Issue,1,Southwest,,rcymozart,,0,"@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|",,2/23/2015 8:01,"Redlands, CA",Pacific Time (US & Canada)
5.69888E+17,negative,1,Customer Service Issue,0.6649,Southwest,,OrygunPride,,0,@SouthwestAir I've had TERRIBLE service in three airports in 10 hours. Glad they don't care we kind of need to be home. #SellMyPointsSoon,,2/23/2015 7:53,,
5.69886E+17,negative,1,Customer Service Issue,1,Southwest,,simundz,,0,@SouthwestAir on hold for 15+ min...no estimated answer time. Any help here?,,2/23/2015 7:45,,
5.69883E+17,negative,1,Customer Service Issue,1,Southwest,,jennybeal,,0,@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.,,2/23/2015 7:35,"Columbus, OH",Eastern Time (US & Canada)
5.69875E+17,negative,1,Customer Service Issue,1,Southwest,,jenwhooo,,0,"@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back",,2/23/2015 7:03,,
5.69867E+17,negative,1,Customer Service Issue,1,Southwest,,ChristinaTenti,,0,@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable,,2/23/2015 6:30,"Saint Louis, MO USA",Central Time (US & Canada)
5.69866E+17,negative,1,Customer Service Issue,0.6837,Southwest,,nelsjeff,,0,"@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out.",,2/23/2015 6:26,,
5.69851E+17,negative,1,Flight Attendant Complaints,0.348,Southwest,,steve_holder,,0,"@SouthwestAir RT @kkwhb: Paid for early bird boarding and got B46.  I said to lady, ""well, that system is about dead."" She didn't understand",,2/23/2015 5:28,,Central Time (US & Canada)
5.69847E+17,negative,1,Flight Booking Problems,0.3366,Southwest,,Kateria_Nicole,,0,@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow.,,2/23/2015 5:10,"Atlanta, GA",Eastern Time (US & Canada)
5.69842E+17,negative,1,Flight Attendant Complaints,1,Southwest,,Kateria_Nicole,,0,@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy,,2/23/2015 4:51,"Atlanta, GA",Eastern Time (US & Canada)
5.69814E+17,negative,1,Flight Attendant Complaints,0.7113,Southwest,,ranmannokc,,0,@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC,,2/23/2015 2:59,Oklahoma City,Central Time (US & Canada)
5.69732E+17,negative,1,Customer Service Issue,0.6737,Southwest,,intel_jim,,0,@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.),,2/22/2015 21:34,"Phoenix, Arizona USA",Arizona
5.6972E+17,negative,1,Customer Service Issue,1,Southwest,,jparkermastin,,0,@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,,2/22/2015 20:47,,
5.69716E+17,negative,1,Flight Attendant Complaints,0.6568,Southwest,,wittmania,,0,@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.,,2/22/2015 20:31,"Lincoln, NE",Central Time (US & Canada)
5.69714E+17,negative,1,Customer Service Issue,0.6566,Southwest,,WillBursch,,0,@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted,,2/22/2015 20:21,"Aurora, OH",Quito
5.69708E+17,negative,1,Customer Service Issue,1,Southwest,,WillBursch,,0,@SouthwestAir what robot is running this account. The same one that doesn't remember anything they ask. Same conversation over and over.,,2/22/2015 19:59,"Aurora, OH",Quito
5.69704E+17,negative,1,Customer Service Issue,0.6341,Southwest,,LukeWyckoff,,0,"@SouthwestAir   A whole family, with a special Olympic athlete here, and you can't even call them? 617-653-3040",,2/22/2015 19:42,"Denver, CO",Mountain Time (US & Canada)
5.69702E+17,negative,1,Customer Service Issue,1,Southwest,,zarrylarou,,0,".@SouthwestAir glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service",,2/22/2015 19:34,NY,Eastern Time (US & Canada)
5.69699E+17,negative,0.6566,Flight Booking Problems,0.6566,Southwest,,GabiLieberman,,0,@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?,,2/22/2015 19:22,Chicago by way of California,Central Time (US & Canada)
5.69698E+17,negative,0.3437,Flight Booking Problems,0.3437,Southwest,,ClinicPolly,,0,"@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back",,2/22/2015 19:18,,
5.69692E+17,negative,1,Customer Service Issue,1,Southwest,,GabiLieberman,,0,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?",,2/22/2015 18:54,Chicago by way of California,Central Time (US & Canada)
5.69686E+17,negative,1,Customer Service Issue,0.6562,Southwest,,bmeshoulam,,0,"@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?",,2/22/2015 18:31,"Cambridge, MA",Atlantic Time (Canada)
5.69685E+17,negative,1,Customer Service Issue,0.6362,Southwest,,bmeshoulam,,0,@SouthwestAir Tough I can take. Zero meaningful assistance while stranded for 2 days is another matter. Looking for signs you care abt cust.,,2/22/2015 18:28,"Cambridge, MA",Atlantic Time (Canada)
5.69684E+17,negative,1,Customer Service Issue,1,Southwest,,MsNamri,,0,@SouthwestAir why does the customer service have rather inconsistent information,,2/22/2015 18:22,"Las Vegas, NV",Pacific Time (US & Canada)
5.69684E+17,negative,1,Customer Service Issue,1,Southwest,,horacioguapo,,0,@SouthwestAir but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.,,2/22/2015 18:22,,
5.69682E+17,negative,0.6555,Customer Service Issue,0.3429,Southwest,,AdCarp87,,0,@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again,,2/22/2015 18:17,"Chicago, IL",
5.69673E+17,negative,1,Customer Service Issue,1,Southwest,,KatieRAir,,0,@SouthwestAir really shouldn't offer sweeps if your link isn't going to work! B http://t.co/nOfG0TQHYN,,2/22/2015 17:41,South,Eastern Time (US & Canada)
5.69672E+17,negative,1,Customer Service Issue,0.6742,Southwest,,ckramer,,0,"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",,2/22/2015 17:36,"Orlando, Florida",Eastern Time (US & Canada)
5.69671E+17,negative,1,Flight Attendant Complaints,1,Southwest,,heyashleyglad,,0,@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available,,2/22/2015 17:32,,Central Time (US & Canada)
5.69651E+17,negative,1,Customer Service Issue,1,Southwest,,Techno_Quaya,,0,@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.,,2/22/2015 16:14,college,Eastern Time (US & Canada)
5.69648E+17,negative,1,Customer Service Issue,1,Southwest,,arteriesrus,,0,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??","[40.91497406, -81.43686526]",2/22/2015 16:01,Salt Lake City,Mountain Time (US & Canada)
5.69638E+17,negative,1,Customer Service Issue,0.6561,Southwest,,masonsontwiter2,,0,@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,,2/22/2015 15:22,,Alaska
5.6962E+17,negative,0.6575,Customer Service Issue,0.3375,Southwest,,kirsten_lana,,0,@SouthwestAir just sent it,,2/22/2015 14:11,"Boston, MA",Eastern Time (US & Canada)
5.69613E+17,negative,1,Customer Service Issue,1,Southwest,,kesslerj24,,0,@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,,2/22/2015 13:42,,
5.69604E+17,negative,1,Flight Booking Problems,0.3542,Southwest,,dflindzy_david,,0,@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed,,2/22/2015 13:06,,
5.69602E+17,negative,1,Customer Service Issue,0.6701,Southwest,,mrpearson3rd,,0,@SouthwestAir I was trying to find airfare for my family.  Your prices are ridiculous!  Almost $1000 more than @USAirways. #notmadeofmoney,,2/22/2015 12:59,,
5.69599E+17,negative,0.67,Flight Attendant Complaints,0.34,Southwest,,JessicaTickle,,0,@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. 😂💁,,2/22/2015 12:44,CA & MI ,Alaska
5.69577E+17,negative,0.6465,Customer Service Issue,0.6465,Southwest,,dan_humboldt,,0,@SouthwestAir could I get a phone call from a customer service rep to get the issue resolved?,,2/22/2015 11:17,,
5.69567E+17,negative,1,Customer Service Issue,0.6983,Southwest,,mightymolar,,0,@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew,"[38.84884095, -77.04207298]",2/22/2015 10:37,"Rockville, Maryland",Eastern Time (US & Canada)
5.69562E+17,negative,1,Customer Service Issue,0.69,Southwest,,Shivener,,0,@SouthwestAir No like I said I could not reach anyone at your company so I had to rent a car and chalk the whole thing up to a loss,,2/22/2015 10:17,,Quito
5.69555E+17,negative,1,Customer Service Issue,1,Southwest,,Million_Miler,,0,@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali,,2/22/2015 9:50,,
5.6955E+17,negative,1,Customer Service Issue,1,Southwest,,Shivener,,0,"@SouthwestAir I tried for 5hrs to contact SW! Twitter, fb, phone, email w/ no reply. 24hrs Late Flightr u respond, what could you do at this point?",,2/22/2015 9:30,,Quito
5.69544E+17,negative,1,Customer Service Issue,1,Southwest,,amybeckr,,0,@SouthwestAir I have never had such awful customer service and conflicting service. Outrageous.,,2/22/2015 9:07,Ohio,Quito
5.69529E+17,negative,1,Customer Service Issue,1,Southwest,,dan_humboldt,,0,@SouthwestAir no I wasn't. After over an hour was too frustrated and had to hang up.,,2/22/2015 8:05,,
5.69526E+17,negative,0.7087,Customer Service Issue,0.7087,Southwest,,johnmsanchez,,0,@SouthwestAir fyi the link in your baggage incident email redirects to a 404 on mobile. The link auto changes on mobile. Desktop works fine.,,2/22/2015 7:56,"Seattle, WA",Central Time (US & Canada)
5.69516E+17,negative,1,Customer Service Issue,1,Southwest,,AnthonyLambkin,,0,@SouthwestAir I was never able to talk so someone so had to buy another new ticket. Will be calling shortly for refund.,,2/22/2015 7:17,"Nashville, TN",Central Time (US & Canada)
5.69516E+17,negative,1,Customer Service Issue,1,Southwest,,gotomaio,,0,@SouthwestAir #tfw1 @JimCramer @AARP TY-Spent total of 3 hrs and 20 mins holding. Cell battery died. Finally made arrangements w kind Rep,,2/22/2015 7:15,,Quito
5.69511E+17,negative,1,Customer Service Issue,1,Southwest,,cjangla,,0,"@SouthwestAir no after 75 mins of hold, I finally hung up! Ridiculous wait times. Can you assist in Cancelled Flighting reservation?",,2/22/2015 6:55,,Central Time (US & Canada)
5.69508E+17,negative,0.6631,Customer Service Issue,0.3331,Southwest,,purdom44,,0,@SouthwestAir some woman gets on plane and holds 2 seats in the bulkhead for her friends with C boarding passes. I paid $ earlybird thx,"[36.12665696, -86.66953068]",2/22/2015 6:45,,
5.69503E+17,negative,1,Customer Service Issue,1,Southwest,,JayWogi,,0,@SouthwestAir looks like you are up and running for the day. Still can't get through on the phone. Can you follow so I can dm you my info,,2/22/2015 6:23,"Houston, Texas",Central Time (US & Canada)
5.69502E+17,negative,1,Customer Service Issue,0.6979,Southwest,,mcloeren,,0,"@SouthwestAir #CustomerServiceFail - - almost missed flight - long slow BWI ticket line: ""Rather make a complaint or your flight?""",,2/22/2015 6:21,Bethesda MD,Quito
5.69497E+17,negative,1,Customer Service Issue,1,Southwest,,betorides,,0,@SouthwestAir no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?,,2/22/2015 5:59,,Quito
5.69491E+17,negative,1,Customer Service Issue,1,Southwest,,Tom_Fili,,0,@SouthwestAir 2 hours on hold for customer service never us SW again,,2/22/2015 5:38,"Havertown, Pa.",Eastern Time (US & Canada)
5.69408E+17,negative,1,Customer Service Issue,0.6856,Southwest,,kylemusserco,,0,@SouthwestAir want to pick up a customer from @SpiritAirlines sign me up 🙌😏,,2/22/2015 0:07,#PureMichigan ,Atlantic Time (Canada)
5.69373E+17,negative,1,Customer Service Issue,0.6669,Southwest,,amy__kristen,,0,@SouthwestAir want to explain why I was on hold for 2+ hrs tonight trying to reach customer service only to learn they're only there Mon-Fr?,,2/21/2015 21:48,SoCal,Arizona
5.69369E+17,negative,1,Customer Service Issue,0.6771,Southwest,,KMadson,,0,@SouthwestAir been on hold for 1.5 hrs. What's up?,,2/21/2015 21:32,,Central Time (US & Canada)
5.69366E+17,negative,1,Customer Service Issue,1,Southwest,,hzidell,,0,@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!,,2/21/2015 21:18,"Dallas, Texas",Central Time (US & Canada)
5.69364E+17,negative,1,Customer Service Issue,0.6397,Southwest,,JCRU28,,0,@SouthwestAir now on hold for 2.5 hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL,,2/21/2015 21:13,USA,Eastern Time (US & Canada)
5.69359E+17,negative,1,Customer Service Issue,0.6507,Southwest,,abrandt88,,0,@southwestair I've been on hold for 2 hours to reschedule my Cancelled Flightled flight for the morning. What gives? I need help NOW,,2/21/2015 20:50,"Boston, MA",Eastern Time (US & Canada)
5.69358E+17,negative,1,Customer Service Issue,1,Southwest,,Firmadge,,0,@SouthwestAir been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!,,2/21/2015 20:49,,Eastern Time (US & Canada)
5.69357E+17,negative,1,Customer Service Issue,0.6925,Southwest,,enzo_the_baker,,0,@SouthwestAir I was on hold for over 2 hours and my call got disconnected. Thanks a lot.,,2/21/2015 20:44,,Eastern Time (US & Canada)
5.69356E+17,negative,1,Customer Service Issue,1,Southwest,,Diva_tobe,,0,@SouthwestAir everything OK? This is my 3rd call for the day and this time I've been on hold for 1.5 hrs. I'll hang up and try again.,,2/21/2015 20:40,,America/New_York
5.69356E+17,negative,0.6484,Customer Service Issue,0.6484,Southwest,,pasdexcuses,,0,@SouthwestAir Your hold music needs 2 be fixed:certain tracks have loud phone button mashing tones in them.Estimated wait time would help 2.,,2/21/2015 20:39,,
5.69349E+17,negative,1,Customer Service Issue,1,Southwest,,relaxnsmile,,0,"@SouthwestAir - wow! 100 minutes on hold, so far. Now phone is dying...",,2/21/2015 20:11,"Nashville, TN",Central Time (US & Canada)
5.69347E+17,negative,1,Customer Service Issue,1,Southwest,,JCRU28,,0,@SouthwestAir on hold now for 1 Hour 25 mins Whats the holdup,,2/21/2015 20:05,USA,Eastern Time (US & Canada)
5.69344E+17,negative,1,Customer Service Issue,0.6813,Southwest,,kaylaelainefox,,0,@SouthwestAir been on hold for an hour. I need to rebook my flight that was Cancelled Flighted! #help,,2/21/2015 19:52,"Norfolk, VA",Central Time (US & Canada)
5.69343E+17,negative,1,Customer Service Issue,0.6799,Southwest,,offroad437km,,0,@SouthwestAir been on hold over an hr to rebook a Cancelled Flighted flight. Do you have anyone working???,,2/21/2015 19:47,,Central Time (US & Canada)
5.69338E+17,negative,1,Customer Service Issue,0.6593,Southwest,,mullane_michael,,0,@SouthwestAir On hold with airline 45 min and counting. Service is terrible!,,2/21/2015 19:26,,
5.69337E+17,negative,1,Customer Service Issue,1,Southwest,,tyziniel,,0,@SouthwestAir On hold for 45 minutes trying to rebook a Cancelled Flightled flight with a companion ticket. Help?,,2/21/2015 19:24,"Chicago, IL",
5.69335E+17,negative,1,Customer Service Issue,1,Southwest,,_JASSSYY,,0,@SouthwestAir your phone lines suck. I have a dilemma.,,2/21/2015 19:15,Beysus,Pacific Time (US & Canada)
5.69312E+17,negative,0.6939,Customer Service Issue,0.3776,Southwest,,DCBjr21,,0,@SouthwestAir How many trees have to die before you stop trying to sell us a credit  card? #OptOut http://t.co/CXrZhcdTVz,,2/21/2015 17:44,,Alaska
5.69293E+17,negative,1,Customer Service Issue,1,Southwest,,BigSho31,,0,@SouthwestAir we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP,"[28.43278708, -81.46990923]",2/21/2015 16:32,,Eastern Time (US & Canada)
5.69289E+17,negative,1,Customer Service Issue,0.3363,Southwest,,mollywynne,,0,@SouthwestAir wifi on my plane but I gotta pay for it? Help your broke homegirl out✈️📱,,2/21/2015 16:12,Aspiring Disney princess✨,Eastern Time (US & Canada)
5.69288E+17,negative,1,Customer Service Issue,0.6989,Southwest,,AhamayIkuzus,,0,@SouthwestAir yep after two hours and thirty minutes,,2/21/2015 16:11,St Louis,Central Time (US & Canada)
5.69288E+17,negative,1,Customer Service Issue,0.6813,Southwest,,Murocker,,0,@SouthwestAir hey... Why don't you add the intl number to your error when checking in. Going on 6 hrs looking for a way to checkin. #cancun,,2/21/2015 16:10,"Buffalo, NY",Eastern Time (US & Canada)
5.69287E+17,negative,1,Customer Service Issue,0.6821,Southwest,,cleordz,,0,.@SouthwestAir  I finally hung up after 2 hours and was not able to get the flight I needed. #stuckintampa 😞,,2/21/2015 16:05,"Washington, DC/Austin, Texas",
5.69285E+17,negative,1,Customer Service Issue,1,Southwest,,sailorchick9705,,0,@SouthwestAir I was on hold for two hours and finally hung up. I was able to do what I needed to without customer service eventually.,,2/21/2015 15:58,CT,
5.69282E+17,negative,1,Customer Service Issue,1,Southwest,,ChristineFlores,,0,@SouthwestAir Thank you ^AH. Still wish someone picked up the phone - 3hrs- dead phone. Taking your tweet as a refund confirmation.,,2/21/2015 15:47,,Central Time (US & Canada)
5.69276E+17,negative,1,Customer Service Issue,0.6656,Southwest,,TiscarenoMark,,0,@SouthwestAir Conf #8Q6MFD Finally got through &amp; told the flight was completely booked.  That would have been better info than advise 2 call,,2/21/2015 15:22,,
5.69274E+17,negative,1,Customer Service Issue,1,Southwest,,ChristineFlores,,0,"@SouthwestAir Officially a customer support game of wills... 2hr30 on hold... Who's the loser here? Oh yeah, that's me.",,2/21/2015 15:13,,Central Time (US & Canada)
5.69274E+17,negative,1,Customer Service Issue,0.7715,Southwest,negative,nealmo,Customer Service Issue,0,"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?",,2/21/2015 15:13,,Central Time (US & Canada)
5.69267E+17,negative,1,Customer Service Issue,1,Southwest,,ChristineFlores,,0,"@SouthwestAir AH - did DM, no reply. On hold now over 2hrs. Just spent over $1k to get a United flight tmrw to get home. #lame",,2/21/2015 14:47,,Central Time (US & Canada)
5.69263E+17,negative,0.7036,Customer Service Issue,0.7036,Southwest,,scunning16,,0,@SouthwestAir yes. Hung up and called a different number.,,2/21/2015 14:28,Ohio,
5.69261E+17,negative,1,Customer Service Issue,0.6574,Southwest,,LWills305,,0,@SouthwestAir Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa.,,2/21/2015 14:23,,
5.6926E+17,negative,0.6526,Flight Booking Problems,0.6526,Southwest,,duhhhLilah,,0,@SouthwestAir why can't i reschedule my flight online?,,2/21/2015 14:17,New Orleans,Central Time (US & Canada)
5.6926E+17,negative,1,Customer Service Issue,1,Southwest,,duhhhLilah,,0,"@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it",,2/21/2015 14:16,New Orleans,Central Time (US & Canada)
5.69259E+17,negative,1,Customer Service Issue,1,Southwest,,duhhhLilah,,0,@SouthwestAir please please please answer the phone. . .,,2/21/2015 14:16,New Orleans,Central Time (US & Canada)
5.69259E+17,negative,1,Customer Service Issue,1,Southwest,,duhhhLilah,,0,@SouthwestAir did anyone come into work today? u should have all the pilots and flight attendants answer phones if no one is flying,,2/21/2015 14:16,New Orleans,Central Time (US & Canada)
5.69258E+17,negative,1,Customer Service Issue,0.656,Southwest,,Shugnussy,,0,"@SouthwestAir I have sent the DM, should I continue to wait on hold with a rep, or will you be servicing me here?",,2/21/2015 14:10,"Liberty Lake, WA",Pacific Time (US & Canada)
5.69255E+17,negative,1,Customer Service Issue,0.355,Southwest,,VenessaFaith,,0,@SouthwestAir can you please DM me who I can speak with regarding my receipts and who I can email a presidential level complaint,,2/21/2015 14:01,"Rochester, NY",Atlantic Time (Canada)
5.69255E+17,negative,1,Customer Service Issue,1,Southwest,,coreysexson,,0,@SouthwestAir IND website says contact airline for flight 899 tomorrow to ATL. On hold for over an hour. Can you give me any more info?,,2/21/2015 14:00,Indianapolis,Eastern Time (US & Canada)
5.69253E+17,negative,1,Customer Service Issue,0.6822,Southwest,,abbeymcole,,0,@SouthwestAir officially on hold for 2 hours!,,2/21/2015 13:49,Kansas City,Central Time (US & Canada)
5.6925E+17,negative,1,Customer Service Issue,0.6566,Southwest,,tlwbarnett,,0,"@SouthwestAir Booked 6mos early, paid for Early check in, was ASSIGNED boarding #, here 3hrs early and you deleted me in error?! #LAS2BUF",,2/21/2015 13:39,"Lockport, NY",Eastern Time (US & Canada)
5.69249E+17,negative,1,Customer Service Issue,1,Southwest,,jamiemager,,0,@SouthwestAir could you add me to that list? Been on hold for an hour 15,,2/21/2015 13:34,,
5.69248E+17,negative,1,Customer Service Issue,1,Southwest,,TheWaynePyle,,0,@SouthwestAir has the absolute worst customer service when trying to reach them by phone.,,2/21/2015 13:30,California,Pacific Time (US & Canada)
5.69245E+17,negative,1,Customer Service Issue,1,Southwest,,BrysonJennings,,0,"@SouthwestAir coming up on 2hrs on, still haven't spoken to a rep",,2/21/2015 13:19,South Carolina/Nashville,Quito
5.69243E+17,negative,1,Customer Service Issue,0.678,Southwest,,jamiemager,,0,@SouthwestAir is Flight 3113 OMA&gt;DEN on 2/21 actually Cancelled Flightled? Been on hold for over an hour and your website says conflicting messages,,2/21/2015 13:10,,
5.69243E+17,negative,1,Customer Service Issue,0.6912,Southwest,,RyanDuncanPT,,0,".@SouthwestAir Yes, total of 4 hours on hold. With all the Cancelled Flightlations, one would think there would be more staff. Decided to cx and drive",,2/21/2015 13:10,"St. Louis, MO",Central Time (US & Canada)
5.69243E+17,negative,1,Customer Service Issue,0.7158,Southwest,,Lozano_dc,,0,@SouthwestAir don't you think a 4hr wait time to speak to an actual agent is ridiculous?! My flight was Cancelled Flightled this morning! #Getyourlife,,2/21/2015 13:10,,Eastern Time (US & Canada)
5.6924E+17,negative,1,Customer Service Issue,1,Southwest,,heroestoheroes,,0,@SouthwestAir 2 wounded vets stuck. Hv trouble with agent help. On hold and no answer on Twitter. Pls respond,,2/21/2015 12:58,"Fort Lee, NJ",
5.69235E+17,negative,1,Customer Service Issue,1,Southwest,,bokkagroup,,0,"@SouthwestAir @CallMeStanley7 And bring back the ""Agent will call you back..."" feature. Why was that ever discontinued???",,2/21/2015 12:39,"Denver, CO",Mountain Time (US & Canada)
5.69233E+17,negative,1,Customer Service Issue,0.6942,Southwest,,Raymance23,,0,@SouthwestAir any particular reason it's 20+ minutes and counting to speak to a human being?,,2/21/2015 12:33,NYC/Columbus/Chicago,Eastern Time (US & Canada)
5.69233E+17,negative,1,Flight Booking Problems,0.6677,Southwest,,delal,,0,@SouthwestAir is there any estimate on when the holding for you online will end? I'm at an hour and forty minutes now. I need to rebook!!!,,2/21/2015 12:30,"Salt Lake City, Utah",Mountain Time (US & Canada)
5.69226E+17,negative,1,Customer Service Issue,0.6335,Southwest,,zslick99,,0,@SouthwestAir why are the ticketing lines in Las Vegas so unorganized??  Mass craziness. Half of the ticketing stations unmanned.,,2/21/2015 12:04,,
5.69226E+17,negative,1,Customer Service Issue,0.6737,Southwest,,lynnhambutler,,0,@SouthwestAir fl 4158 Cancelled Flightled from Dallas to Austin. No one answering 800#.  Need help.,,2/21/2015 12:04,,
5.69226E+17,negative,1,Customer Service Issue,0.6478,Southwest,,TrishaBug72,,0,@SouthwestAir been on hold for 30 min trying to rebook my flight you Cancelled Flightled. Help?!,,2/21/2015 12:02,in ur base killin ur tw33tz,Quito
5.69225E+17,negative,1,Customer Service Issue,0.6978,Southwest,,Chris_5Thompson,,0,@SouthwestAir my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding. Help.,,2/21/2015 12:00,,Eastern Time (US & Canada)
5.69225E+17,negative,1,Customer Service Issue,1,Southwest,,aroundsville,,0,"@SouthwestAir very confusing to receive ""your trip is around the corner!"" email when I already Cancelled Flightled the flight",,2/21/2015 11:58,,
5.69221E+17,negative,1,Customer Service Issue,0.6319,Southwest,,emilyalester,,0,@SouthwestAir I've been on hold for the last 2 hours - no progress #pleasehelp #stranded #whenitsnowsitpours #tgcyaLate Flightr,,2/21/2015 11:45,"washington, d.c.",Quito
