tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,label
5.68464E+17,neutral,1,,,United,,TheBIGCafeteria,,0,@united I'm a UA 1k. I think it's @iamtedking who was looking for help,,19-02-2015 09:34,"LA | SF | Bicycle | 38,000'",Pacific Time (US & Canada),0
5.68464E+17,neutral,1,,,United,,JerseyRic,,0,@united  RES # 0167560070877     Fsqthg   Thanks,,19-02-2015 09:34,North Jersey,Eastern Time (US & Canada),0
5.68462E+17,positive,1,,,United,,stewartmramsay,,0,@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.,,19-02-2015 09:29,"Walnut Creek, CA when I'm ther",,0
5.68462E+17,positive,1,,,United,,DeltaBravo33,,0,@united Yes ! :D (Y) From @therealaviation on Instagram :),,19-02-2015 09:28,France,,0
5.68458E+17,negative,1,Can't Tell,0.6188,United,,estellevw,,1,@united Can i get a refund? I would like to book on a better airline.,,19-02-2015 09:11,"On a couch, with a computer.",Pacific Time (US & Canada),0
5.68457E+17,negative,1,Lost Luggage,0.3445,United,,DMSHIPMAN915,,0,@united messaged you as requested- and called your baggage team again. It's STILL in Newark. please help or let me know next steps!!,,19-02-2015 09:10,Germany,,0
5.68457E+17,neutral,0.6525,,0,United,,AndavoTravel,,0,@united Airlines is changing #mileageplus program March 1 http://t.co/4ojE523PTw,,19-02-2015 09:07,,Mountain Time (US & Canada),0
5.68451E+17,negative,1,Customer Service Issue,1,United,,PAIGER33,,0,@united need to chat with an actual human ASAP!,,19-02-2015 08:42,,Central Time (US & Canada),0
5.68444E+17,negative,1,Customer Service Issue,1,United,,MissMcB76,,0,@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!,,19-02-2015 08:16,PA,,0
5.68437E+17,negative,1,Late Flight,0.6557,United,,craver,,0,@united can you help from there? UA4935 can't take off without missing galley cart that no one can find. Pax all seated for last hour.,,19-02-2015 07:49,"San Francisco, CA",Pacific Time (US & Canada),0
5.68436E+17,neutral,1,,,United,,PAFCAUAL,,3,"@united is hiring - Flight Dispatcher - Chicago, IL (Network Operations Centerl) https://t.co/lio6oCpTEQ",,19-02-2015 07:44,"Chicago, IL",Central Time (US & Canada),0
5.68433E+17,negative,1,Lost Luggage,0.6619,United,,hire_llc,,0,"@united I did, and as I thought, nothing happened",,19-02-2015 07:34,,,0
5.68433E+17,negative,0.6479,Flight Booking Problems,0.6479,United,,scout_mb,,0,@united I'm not booked on a 1:30 return flight..,,19-02-2015 07:34,,Eastern Time (US & Canada),0
5.68427E+17,negative,0.6856,Customer Service Issue,0.3458,United,,jfmusial,,0,@united why do I have to request refund? Why charge twice in first place?,,19-02-2015 07:08,New York,Eastern Time (US & Canada),0
5.68425E+17,negative,0.6619,Customer Service Issue,0.6619,United,,TheClayFox,,0,@united I’ve filled out the form twice. No email. I have a lost item code. Can you verify it was received?,"[0.0, 0.0]",19-02-2015 06:59,New York City (Silicon Alley),Eastern Time (US & Canada),0
5.68416E+17,negative,1,Lost Luggage,1,United,,Brennej,,0,@united - That time when I spent a night trying to sleep in a toddler bed at the airport Ramada without my luggage you kidnapped #furious,,19-02-2015 06:27,,,0
5.68392E+17,negative,0.6658,Flight Attendant Complaints,0.6658,United,,llbeefpatties,,0,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed,,19-02-2015 04:48,,,0
5.6839E+17,neutral,1,,,United,,stylistadvocate,,0,@united for a fee...,,19-02-2015 04:41,"Ratner Companies, Hair Cuttery",Eastern Time (US & Canada),0
5.68381E+17,negative,1,Customer Service Issue,0.6933,United,,souleyoga,,0,"@united no- we are boarding- but why can't your agents, on the phone, taking care of 1K travellers, link reservations?!?!!",,19-02-2015 04:05,"iPhone: 40.773155,-73.872490",Eastern Time (US & Canada),0
5.6837E+17,negative,0.6381,Can't Tell,0.6381,United,,AndrewEllestad,,0,@united thx. Come hell or high water...,,19-02-2015 03:23,"Boise, Idaho",Mountain Time (US & Canada),0
5.68364E+17,neutral,0.698,,0,United,,katie_sul1,,0,@united refund?,,19-02-2015 02:57,,Eastern Time (US & Canada),0
5.68354E+17,neutral,1,,,United,,katie_sul1,,0,@united I have.,,19-02-2015 02:20,,Eastern Time (US & Canada),0
5.68352E+17,negative,1,Customer Service Issue,0.351,United,,patrick_maness,,0,@united ...she could not access seat map so she said she would note the upgrade in my itinerary and to call back Late Flightr...,,19-02-2015 02:11,Rhode Island,Eastern Time (US & Canada),0
5.68337E+17,neutral,0.66,,0,United,,TheClayFox,,0,@united I filled out the form but I haven’t received any sort of email confirmation that it’s been received. Is that normal?,"[0.0, 0.0]",19-02-2015 01:11,New York City (Silicon Alley),Eastern Time (US & Canada),0
5.68329E+17,negative,1,Lost Luggage,0.6667,United,,ellieINchicago,,0,@united oh flight was fine. my lost luggage? not so much. looks like I'll be at least a half day Late Flight to my conference in Santa Monica...,"[34.06071437, -117.59814212]",19-02-2015 00:37,"Chicago, IL",Central Time (US & Canada),0
5.68279E+17,negative,0.6508,Flight Attendant Complaints,0.3535,United,,alafairburke,,0,@united Pls post video of belligerent jerk ranting at SFO (1230) that's he's going to sue you for making him check his 3rd bag. He's a hoot!,,18-02-2015 21:22,New York,Quito,0
5.68276E+17,neutral,0.6667,,,United,,TiffanyHaverly,,0,@united Turkish Airlines rebooked us a United flight on our second leg from FRA -&gt; IAD. Is there any way to check if upgrades are available?,,18-02-2015 21:09,Washington D.C.,Eastern Time (US & Canada),0
5.68272E+17,negative,1,Late Flight,1,United,,Atrain_8,,1,"@united UA5029 from RIC, UA507 from ORD, &amp; UA423 from DEN -ALL DELAYED for non-weather issues. Way to go, youre batting 1.000! But no hotels",,18-02-2015 20:53,,,0
5.6825E+17,negative,1,Customer Service Issue,1,United,,vina_love,,0,@united &amp; I've been hung up on twice by your staff. So upset right now,,18-02-2015 19:26,ny,Quito,0
5.68249E+17,negative,1,Customer Service Issue,0.6292,United,,simplyweber,,1,@united was such a better airline when you were Continental. $75 service fee + $75 Flight Booking Problems fee + $25 talk to a human fee: FU!!!,,18-02-2015 19:23,"East Hanover, NJ",Eastern Time (US & Canada),0
5.68248E+17,negative,0.6899,Can't Tell,0.3798,United,,caitieamanda,,0,"@united Funny thing happened, we arrived on our flight from Denver at the same gate we are currently scheduled to depart for Sydney at! LOL!",,18-02-2015 19:19,"Brisbane, Australiaaa!",Brisbane,0
5.68238E+17,positive,0.6667,,,United,,travel_today,,0,"@United is the best way to re-unite me with my one true love, shopping in USA's fashion capital #NewYork #unitedVUSA http://t.co/rBn7StUij1",,18-02-2015 18:36,"Sydney, Australia",Sydney,0
5.68238E+17,neutral,0.657,,0,United,,doug_kurtz,,0,@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!,,18-02-2015 18:36,"Dallas, TX",Mountain Time (US & Canada),0
5.68233E+17,negative,0.6633,Cancelled Flight,0.3367,United,,ousoonerfanatic,,0,@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail,,18-02-2015 18:16,"Semiahmoo, WA Soonerland",Pacific Time (US & Canada),0
5.68231E+17,neutral,0.6383,,,United,,ghidinelli,,0,@united sprinted from C concourse to E and just made it. Coughed up a lung in the process but am now in CLT! Tnx!,"[35.21498347, -80.96071981]",18-02-2015 18:09,"San Francisco, California",Pacific Time (US & Canada),0
5.68226E+17,neutral,0.672,,0,United,,HelacoHLC,,0,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks,,18-02-2015 17:48,EIN: 27-0575748 -New York -USA,,0
5.68225E+17,neutral,0.699,,,United,,georgetietjen,,0,"@united @staralliance Very nice at LHR, congrats, but I'm sticking with AA/#BA. @AmericanAir @British_Airways",,18-02-2015 17:47,,,0
5.68215E+17,positive,1,,,United,,bryce_carey,,0,@united is officially my favorite airline. They have created magic for me all day!!! #friendlyskies #careyon,"[29.98425706, -95.34407392]",18-02-2015 17:07,NC,Eastern Time (US & Canada),0
5.68215E+17,positive,0.6364,,0,United,,DexterBerkeley,,0,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)",,18-02-2015 17:05,"Boston, MA",London,0
5.68214E+17,negative,1,Customer Service Issue,1,United,,jamieduchess,,1,@united I mean is there a real live person somewhere I can go and speak to at Newark post security?,,18-02-2015 17:01,London,Amsterdam,0
5.68208E+17,neutral,1,,,United,,stylistadvocate,,0,@united what happened to flight status map? It was so cool..,,18-02-2015 16:38,"Ratner Companies, Hair Cuttery",Eastern Time (US & Canada),0
5.68206E+17,neutral,0.6923,,0,United,,jamieduchess,,0,"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?",,18-02-2015 16:31,London,Amsterdam,0
5.68205E+17,negative,1,Can't Tell,0.6647,United,,havecl,,1,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,"[40.03395098, -105.24950187]",18-02-2015 16:27,,,0
5.682E+17,negative,0.3546,Late Flight,0.3546,United,,OneKLutzyNinja,,0,"@united It was quite enjoyable. 😊 

Except now he's stuck on the runway in Houston. 😕",,18-02-2015 16:08,Sun Devil Territory,Arizona,0
5.68195E+17,neutral,1,,,United,,MikeFromRBLX,,0,"@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787.",,18-02-2015 15:45,roblox.com,Eastern Time (US & Canada),0
5.68192E+17,positive,1,,,United,,parryaftab,,0,@united @parryaftab done thnx,,18-02-2015 15:33,,Central Time (US & Canada),0
5.68188E+17,negative,1,Late Flight,0.6733,United,,kristen_19,,0,@united it's almost like we're punished for living near a large metro area. EWR was top ranked for domestic delays. Not good,,18-02-2015 15:20,,Quito,0
5.68187E+17,negative,1,Lost Luggage,0.6606,United,,Dayrean,,0,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...,,18-02-2015 15:13,,,0
5.68184E+17,negative,1,Late Flight,1,United,,MattEngelbrecht,,0,@united 1 hour since boarding began and we're still sitting at the gate.  #UA507,,18-02-2015 15:01,"Lakewood, Colorado",Mountain Time (US & Canada),0
5.68181E+17,negative,1,Bad Flight,0.3434,United,,christinebpc,,0,@united took this one just for you. Not a window. Also not fun if you get motion sick. http://t.co/m81rV0blxs,,18-02-2015 14:52,"Houston, Texas",Central Time (US & Canada),0
5.68181E+17,positive,0.6617,,,United,,AlexSenchak,,0,"@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)",,18-02-2015 14:50,"Boston, MA ",Atlantic Time (Canada),0
5.68172E+17,neutral,1,,,United,,MikeFromRBLX,,0,@united How many 787s do you currently operate and what other aircraft do you operate?,,18-02-2015 14:16,roblox.com,Eastern Time (US & Canada),0
5.68168E+17,negative,0.6871,Can't Tell,0.3552,United,,trueceltsfan,,0,@united - my son left his tablet on plane.  Am out of country and can not call easily.  Is there an email to contact?,,18-02-2015 13:59,,,0
5.68159E+17,positive,1,,,United,,ThomasGutches,,0,@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR,,18-02-2015 13:22,"Sacramento, CA / Columbus, OH",Eastern Time (US & Canada),0
5.68148E+17,negative,1,Flight Booking Problems,0.6458,United,,froyomama,,0,"@united airlines claims to have a low fare guarantee, but they won't honor a lower fare that I found.",,18-02-2015 12:41,,Central Time (US & Canada),0
5.68145E+17,negative,1,Customer Service Issue,0.3471,United,,JeffPfeifer,,0,@united What's up with the reduction in E+ on 737-900s? 1K who can no longer confirm E+.  Forget upgrades - just want legroom. #unitedfail,,18-02-2015 12:26,"Denver, CO",Mountain Time (US & Canada),0
5.68141E+17,negative,1,Flight Booking Problems,0.6526,United,,jenny0z,,0,@united I usually like flying with you guys but $200 fee to use my credit seems ridiculous #notcool #exhorbitantfees,,18-02-2015 12:12,new york city ,,0
5.68141E+17,negative,1,Lost Luggage,0.6733,United,,prof_west,,0,"@united Thanks, but not so much the missing bag as the nonexistent staff at this apparent remote outpost (busy airport for city of ~1M).",,18-02-2015 12:11,"Edmonton, Alberta, Canada",Mountain Time (US & Canada),0
5.68141E+17,negative,0.6578,Lost Luggage,0.6578,United,,kennykhlee,,0,@united my friend lost luggage on flight 1547. What to do?,,18-02-2015 12:10,San Francisco,Pacific Time (US & Canada),0
5.68134E+17,negative,1,Flight Attendant Complaints,0.6775,United,,Perisspiceladle,,1,@united get your act right! You just lost customers because your staff wouldn't let us take our approved carry-on on a half empty flight!,,18-02-2015 11:45,"San Francisco Bay Area, USA",Central Time (US & Canada),0
5.6813E+17,negative,0.3654,Flight Booking Problems,0.3654,United,,MetinErtas06,,0,"@united yep, after long waiting on the phone we managed to rebook it. Hope it will be a pleasent one. Thanks for ur help.",,18-02-2015 11:28,,,0
5.68128E+17,negative,1,Bad Flight,1,United,,Vic_Sutter,,0,"@united my plane sounds like  a DJ  scratching is this normal? If so, will this eventually be a new entertainment fee.",,18-02-2015 11:22,Las Vegas ,Hawaii,0
5.68123E+17,negative,1,Late Flight,0.3626,United,,zackintheusa,,0,@united rebooked.  This one is Late Flight too.,,18-02-2015 11:02,"columbus, oh",Central Time (US & Canada),0
5.68122E+17,negative,1,Bad Flight,1,United,,RobBogart,,0,"@united 3586 from IAD to BUF.  Incredibly loud, and like a third world 70s inner city metro bus.  #lowstandards http://t.co/m67WnBglXQ",,18-02-2015 10:58,DC/SF/BFLO,,0
5.68122E+17,neutral,0.653,,0,United,,ptau,,0,@united Cancelled Flighting. bought a ticket for a friend but cant get the credit under my name,,18-02-2015 10:58,Chasing Carmen San Diego,Central Time (US & Canada),0
5.68116E+17,positive,0.6705,,0,United,,adler_edward,,0,@united you have the nicest gate attendant at Newark airport gate 101 right now. Multiple delays and she is still pleasant with everyone.,,18-02-2015 10:32,,,0
5.68112E+17,negative,1,Late Flight,1,United,,TammyJacksonEJ,,0,@united. Thanks United for the no running water and Late Flight flight from Grand Rapids to Denver,"[39.85823091, -104.67802376]",18-02-2015 10:18,,Quito,0
5.6811E+17,negative,1,Can't Tell,0.7093,United,,frqnttraveler,,0,@united just because you are a monopoly in @flySFO doesn't mean you treat your frequent fliers like crap.,,18-02-2015 10:07,california,,0
5.68104E+17,neutral,1,,,United,,willyvideo,,0,@united #sfo #ClearVision #TV4U @ United Terminal SFO Airport http://t.co/Q9bYn9pCTf,"[37.62006843, -122.38822083]",18-02-2015 09:43,,Pacific Time (US & Canada),0
5.68098E+17,negative,0.7044,Can't Tell,0.3771,United,,elisanader,,0,@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.,,18-02-2015 09:22,D.C.ish ,Eastern Time (US & Canada),0
5.68095E+17,negative,1,Flight Booking Problems,0.6729,United,,ptau,,0,"@united its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn",,18-02-2015 09:08,Chasing Carmen San Diego,Central Time (US & Canada),0
5.68094E+17,positive,0.352,,0,United,,mfuld,,0,"@united thank you. There was one here a few months ago, but none now. Weird you don't have a club in one of the busiest airports in the US.",,18-02-2015 09:07,"New York, NY",America/New_York,0
5.68092E+17,negative,1,Can't Tell,0.6821,United,,eatgregeat,,0,@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.,"[29.98605741, -90.25189405]",18-02-2015 08:59,,Eastern Time (US & Canada),0
5.68092E+17,neutral,0.6437,,0,United,,javadogs,,0,@united one last thing....United club crackers...nabisco?? Where are the Pepperidge Farms?,,18-02-2015 08:57,,,0
5.68087E+17,negative,1,Customer Service Issue,0.6737,United,,jamescmcpherson,,0,"@united yes, I know that. The question is ""why is that still the case""? #fail",,18-02-2015 08:38,Brisbane,Brisbane,0
5.68083E+17,negative,1,Customer Service Issue,0.6846,United,,SFWWflyfish,,0,@united JH: going to process my refund for wifi. its asking for a receipt #? I never received an email- you guys just whacked my credit card,,18-02-2015 08:20,"Austin, TX",Eastern Time (US & Canada),0
5.68081E+17,negative,1,Bad Flight,0.3566,United,,grgortiz,,0,.@united Don't post a link to an article that verifies the initial complaint with 20+ comments saying the same thing. @harris,"[0.0, 0.0]",18-02-2015 08:15,"Salt Lake City, UT",Mountain Time (US & Canada),0
5.68068E+17,negative,1,Lost Luggage,1,United,,ShawnMMcCarthy,,0,@united we have been told that it's lost...you guys don't know where it is,,18-02-2015 07:23,"NA, SA, Europe",Eastern Time (US & Canada),0
5.68068E+17,negative,0.6786,Cancelled Flight,0.3563,United,,sheldoncharron,,0,".@united: Just landed. A day Late Flight with almost no sleep, but here. I feel sorry for the woman I consoled who's mother died during the night.",,18-02-2015 07:22,Los Angeles & Vancouver,Pacific Time (US & Canada),0
5.68068E+17,neutral,1,,,United,,javadogs,,0,"@united 6344,6373, Sfo-Dfw also 1576 SFO-ORD",,18-02-2015 07:20,,,0
5.68067E+17,positive,1,,,United,,WestlakeSarah,,0,@united Thanks to supervisor Miriam who provided me with great customer service. #finally,,18-02-2015 07:18,"New York, NY",Quito,0
5.68065E+17,negative,1,Lost Luggage,1,United,,dexhandle,,0,@united Filled out at the airport as part of a long day made longer.,,18-02-2015 07:09,DC,Eastern Time (US & Canada),0
5.68063E+17,neutral,0.6842,,,United,,WeatherWes,,0,@united flying out of STL Saturday where they are expecting ice &amp; snow. When should we start looking for travel waivers? Thanks!,,18-02-2015 07:00,"Raleigh, North Carolina",Eastern Time (US & Canada),0
5.68061E+17,negative,1,Lost Luggage,1,United,,ColtSTaylor,,0,. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags,"[33.75357228, -116.36206155]",18-02-2015 06:54,All Over The World,,0
5.68059E+17,negative,0.6837,Late Flight,0.3673,United,,TV2Frode,,0,@united you are lightyears ahead of the security control at Newark airport. They wasted 40 precious mins w bad efficiency. #frightening,,18-02-2015 06:46,"Bergen, Norway",Copenhagen,0
5.68057E+17,negative,1,Customer Service Issue,0.6772,United,,sasharashid,,0,@united 1627 to Montego Bay going back to gate bc 1person was Late Flight? Awful service for all of who came on time!!,,18-02-2015 06:39,,Eastern Time (US & Canada),0
5.68056E+17,negative,1,Can't Tell,0.6621,United,,JSHanselman,,0,"@united in other words... sorry, not sorry.  Plenty of other airlines... and I travel A LOT.",,18-02-2015 06:32,"Boise, ID",Mountain Time (US & Canada),0
5.68049E+17,positive,0.6889,,,United,,Official_KTC,,0,@united Club in Denver is dope 👌,,18-02-2015 06:08,Chicago,Central Time (US & Canada),0
5.68048E+17,negative,0.6421,Late Flight,0.3368,United,,OwlyJulie,,0,@united we are never going to get to out gate at this rate.,,18-02-2015 06:01,"Ottawa, Canada",Eastern Time (US & Canada),0
5.68047E+17,negative,1,Can't Tell,0.3593,United,,greghei1,,0,@united Couldn't use the confirmed upgd cert you gave me b/c you decided to sell anyone a biz seat for $299. Why do you bother giving them?,,18-02-2015 05:57,"Fremont, California",Pacific Time (US & Canada),0
5.68046E+17,negative,0.6386,Flight Booking Problems,0.6386,United,,k8slo,,0,@united I locked myself out of my account and needed access to book a flight.,,18-02-2015 05:56,Washington DC,Eastern Time (US & Canada),0
5.68036E+17,negative,0.6622,Lost Luggage,0.3328,United,,Z_J_M_,,0,@united Monday evening.,,18-02-2015 05:15,,Eastern Time (US & Canada),0
5.68035E+17,negative,1,Flight Booking Problems,0.343,United,,EEMarone,,0,@United ticket counter Masters out of SMF not very helpful.,,18-02-2015 05:09,,,0
5.68E+17,neutral,1,,,United,,thebavers,,0,"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks",,18-02-2015 02:50,"Alvechurch, Worcestershire, UK",,0
5.67967E+17,negative,1,Cancelled Flight,0.6959,United,,BeTheBeat,,0,@united @PGATOUR @NTrustOpen I read that last hashtag as Go F United. Makes sense since they F us by Cancelled Flightling ticketed reservations,,18-02-2015 00:40,Toronto,Central Time (US & Canada),0
5.67952E+17,negative,1,Lost Luggage,1,United,,ColtSTaylor,,0,@united How can you not know where my bags are?  You knew where they were 6 hours ago. You are killing me!  Worst service. Ever.,"[33.75538818, -116.36197002]",17-02-2015 23:41,All Over The World,,0
5.67937E+17,negative,0.6774,Bad Flight,0.3763,United,,cristyg3,,0,"@united hi JH. Yes please. Since I lost almost a whole day on the way out, could you help me change my return for one day Late Flightr?",,17-02-2015 22:40,NYC Area,Eastern Time (US & Canada),0
5.67921E+17,negative,0.3452,Can't Tell,0.3452,United,,Tgoody9,,0,"@united unless it's on you guys, im good.","[27.98622757, -82.5414547]",17-02-2015 21:39,"Sarasota, Florida ",Central Time (US & Canada),0
5.67905E+17,negative,1,Bad Flight,1,United,,therealBruceK,,0,@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls,,17-02-2015 20:35,,,0
5.67902E+17,negative,1,Lost Luggage,1,United,,ShawnMMcCarthy,,0,"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay","[36.08651969, -115.13942786]",17-02-2015 20:23,"NA, SA, Europe",Eastern Time (US & Canada),0
5.67901E+17,negative,1,Can't Tell,0.6649,United,,coolingpie,,0,@united do you guys have any working planes?,,17-02-2015 20:17,the questions district,Eastern Time (US & Canada),0
5.67896E+17,positive,0.6301,,0,United,,ramsey,,0,"@united That made me so mad, but then I called the bag number, and that person was helpful and told me where the bag really was. (2/2)",,17-02-2015 19:57,"Nashville, TN",Central Time (US & Canada),0
5.67894E+17,neutral,0.6611,,0,United,,michaelassenza,,0,@united returned from vacation + went to luggage services. Golf bag was presented in clear wrap that could've been used in the first place.,,17-02-2015 19:49,New York City ,Quito,0
5.6789E+17,neutral,1,,,United,,annricord,,0,@united @annricord both!,,17-02-2015 19:33,Canmore,Mountain Time (US & Canada),0
5.67886E+17,negative,1,Flight Attendant Complaints,0.367,United,,tomcrabtree,,0,@united hard to believe since your staff @ SFO checked them under someone by the name of #ritacomo who flew to EWR the same day.,,17-02-2015 19:20,San Francisco,Pacific Time (US & Canada),0
5.67886E+17,negative,1,Customer Service Issue,0.3556,United,,JSHanselman,,0,"@united it's Late Flight... I'm tired and understandably edgy for trying to catch my flight. I wasn't chipper, but I def was not rude.",,17-02-2015 19:19,"Boise, ID",Mountain Time (US & Canada),0
5.67882E+17,negative,1,Bad Flight,1,United,,uwbadger98,,0,"@united 12/13EWR-LAX UA1151 my seat/armrest broken discover after takeoff. flight full.FA filed report, who to chat with for partial refund?",,17-02-2015 19:05,,,0
5.6788E+17,neutral,0.6688,,0,United,,klappy440,,0,@united This link in your tweet goes to someone's internal email -&gt; http://t.co/ZksX79itdN...... Probably one of your 3rd party IT contracts,,17-02-2015 18:56,,,0
5.67878E+17,negative,1,Customer Service Issue,1,United,,sarahkorich,,0,@united then why do you bother responding? Your customer service is THE WORST. Never using you guys again.,,17-02-2015 18:45,SLC | LA ,Pacific Time (US & Canada),0
5.67876E+17,negative,1,Customer Service Issue,1,United,,JackieFerrari3,,0,@united free hotel doesn't make up for such poor customer service and disregard,,17-02-2015 18:37,Irvine,,0
5.67873E+17,positive,0.6996,,,United,,crushspread,,0,"Cc @DadBoner  #boldflavors “@united: We’re bringing Bourbon St. to 35,000 ft. with bold flavors, fresh ingredients and more dining options""",,17-02-2015 18:29,des moines,Mountain Time (US & Canada),0
5.67872E+17,negative,1,Can't Tell,0.6584,United,,sarahkorich,,0,@united how else would I know it was denied?,,17-02-2015 18:24,SLC | LA ,Pacific Time (US & Canada),0
5.67863E+17,neutral,1,,,United,,FAiRChicago,,1,@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals,"[42.04836196, -87.74130154]",17-02-2015 17:48,"Chicago, IL",,0
5.67863E+17,negative,1,Late Flight,1,United,,legendjohn11,,0,@united 3875 to Denver which we are supposed to be boarding right now but has yet to land,,17-02-2015 17:48,,,0
5.67856E+17,negative,1,Bad Flight,0.6826,United,,HishamNYC,,1,"@united I'm on one of your 757-300 between JFK and LAX.When r u upgrading planes?Plane has no Screens,lousy seats And that's in UnitedFirst.",,17-02-2015 17:19,,,0
5.67855E+17,positive,1,,,United,,cbailey52,,0,"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY",,17-02-2015 17:15,Pittsburgh,Eastern Time (US & Canada),0
5.67854E+17,negative,1,Customer Service Issue,1,United,,_Ana_Paulina,,0,@united is amazing how hard is to talk with customer service! !!,,17-02-2015 17:10,,Guadalajara,0
5.6785E+17,negative,1,Customer Service Issue,1,United,,Z_J_M_,,0,@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !,,17-02-2015 16:56,,Eastern Time (US & Canada),0
5.67845E+17,neutral,0.617,,0,United,,1MisterHandsome,,0,"@united Some 3rd party service known as EZEE flights. A man, who confirmed he was born in India, told me his name was Steve Wilson.",,17-02-2015 16:35,,Atlantic Time (Canada),0
5.67842E+17,negative,1,Flight Booking Problems,0.6444,United,,adamnoontime,,0,@united very disappointed in CC. Purchased ticket online w/ voucher and charge full amnt. Would not hold price after refund. Unacceptable,,17-02-2015 16:24,,,0
5.67841E+17,negative,1,Can't Tell,0.6985,United,,SSest72,,0,@united exactly it states a secure document is a nexus card. It does not state a passport must always be also presented. Read it,,17-02-2015 16:21,,,0
5.67839E+17,negative,1,Customer Service Issue,1,United,,HeatherGabel,,0,I feel completely cheated @united. I read your commitment to customer service via website and def did not get service suggested there.,,17-02-2015 16:11,"Berkeley, CA",Arizona,0
5.67836E+17,negative,0.6695,Can't Tell,0.3356,United,,747_380_1127,,0,@united IT-problems with the link? #3thparty,,17-02-2015 15:59,Flightlever 340,London,0
5.67833E+17,positive,1,,,United,,rsbluhm,,0,@united thanks for all the help! Totally appreciate it and you made it super easy too,,17-02-2015 15:47,"San Francisco, CA",Pacific Time (US & Canada),0
5.67827E+17,negative,0.6317,Flight Booking Problems,0.6317,United,,mortgagejake,,0,@united also why can't I pre-select seats on SFO-&gt;YYZ flight? I'm a Canadian Flight Booking Problems on http://t.co/aZltJhf7lv.,,17-02-2015 15:25,toronto,Atlantic Time (Canada),0
5.67827E+17,neutral,1,,,United,,mortgagejake,,0,@united does forelock guarantee the fare only or fare &amp; seats?,,17-02-2015 15:24,toronto,Atlantic Time (Canada),0
5.67826E+17,negative,1,Can't Tell,0.6392,United,,gpalcher,,0,"Hypocrisy RT @united @gg8929 I'm sorry, we're not able to offer a full refund because the exchange rate is not what you were hoping for. ^KP",,17-02-2015 15:20,✈,Eastern Time (US & Canada),0
5.67824E+17,negative,1,Customer Service Issue,1,United,,annricord,,0,@united said they would give us a refund. 30 days Late Flightr NO refund.,,17-02-2015 15:13,Canmore,Mountain Time (US & Canada),0
5.67823E+17,negative,1,Customer Service Issue,0.7055,United,,SSest72,,0,"@united if your policy changed, you must advise at the time of purchase.  Same if you choose to vary it by airport!  We want a FULL refund!!",,17-02-2015 15:08,,,0
5.67819E+17,negative,0.6808,Customer Service Issue,0.3559,United,,gg8929,,0,@united Classic,,17-02-2015 14:53,,Amsterdam,0
5.67816E+17,neutral,0.6954,,0,United,,VisionRoij,,0,"@united Does the economy plus cabin also qualifies as a ""premium"" cabin?",,17-02-2015 14:42,The Netherlands,Amsterdam,0
5.67814E+17,negative,0.6484,Flight Booking Problems,0.3297,United,,super_marek,,4,@united @gg8929 so why did you Cancelled Flight tickets for thousands of people when you didn't like the exchange rate? #doublestandards,,17-02-2015 14:33,between Warsaw and London,London,0
5.67814E+17,neutral,0.6632,,0,United,,CWWMUK,,0,@united do you have an e-mail address I can write my account to? Might be less likely to disappear,,17-02-2015 14:33,North West of England,,0
