,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,label
1767,569595218401439744,negative,1.0,Customer Service Issue,1.0,United,,rayja9,,0,"@united yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc",,2015-02-22 12:30:57 -0800,,,2
1783,569587787680256001,negative,1.0,Customer Service Issue,0.6637,United,,mgmcg16,,0,"@united 

There must be 100 people waiting in line for customer service at DEN to deal with flight Cancelled Flightations.",,2015-02-22 12:01:25 -0800,,,2
1789,569584561312681984,negative,1.0,Flight Booking Problems,0.3463,United,,vallar9,,1,"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎",,2015-02-22 11:48:36 -0800,"Morton, IL",Central Time (US & Canada),2
1790,569584379258900480,negative,1.0,Can't Tell,0.6667,United,,danny_9_9,,0,@united you guys are gay,,2015-02-22 11:47:53 -0800,,,2
1793,569581977889869825,positive,1.0,,,United,,judaline6,,0,"@united Thanks so much , my passport was recovered",,2015-02-22 11:38:20 -0800,,Quito,2
1795,569580671112388608,neutral,0.6186,,0.0,United,,LMSNaomi,,0,@united no thank you,,2015-02-22 11:33:08 -0800,deep in the ❤ of Texas...,Atlantic Time (Canada),2
1796,569580648505020416,negative,0.6628,Late Flight,0.6628,United,,mbrooke_brooke,,0,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??",,2015-02-22 11:33:03 -0800,,,2
1807,569577455176048642,negative,1.0,Flight Attendant Complaints,0.6684,United,,vickis_secrets,,0,@united more people would catch their flights if your attendants had more help!,,2015-02-22 11:20:22 -0800,?????,Central Time (US & Canada),2
1820,569569639543541762,negative,1.0,Customer Service Issue,0.6454,United,,Jim_Rehbein,,0,"@united @czamkoff It's all about profit, and they don't really give a damn about paying customers!!!! #greed",,2015-02-22 10:49:18 -0800,"Ottawa, Ontario",Eastern Time (US & Canada),2
1822,569569152312213506,negative,1.0,Bad Flight,0.3666,United,,saraholbrook,,0,@united  what did you do with my seat. International connection. Seriously?,,2015-02-22 10:47:22 -0800,,,2
1837,569562147279253504,negative,0.6515,Flight Booking Problems,0.6515,United,,DanVidayo,,0,@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app,,2015-02-22 10:19:32 -0800,Earth,Indiana (East),2
1852,569554937744486400,negative,1.0,Flight Attendant Complaints,0.6952,United,,HoustonBlueMan,,0,@united severely under staffed at Iah.,,2015-02-22 09:50:53 -0800,"Houston, TX",Central Time (US & Canada),2
1864,569545805826166784,positive,0.3512,,0.0,United,,worldknits,,0,@united thank you,,2015-02-22 09:14:36 -0800,"Fredericksburg, VA",Eastern Time (US & Canada),2
1869,569544730184261632,neutral,0.6871,,0.0,United,,WilliGranny,,0,@united can you assign seats,,2015-02-22 09:10:19 -0800,,Central Time (US & Canada),2
1884,569535503827017730,negative,1.0,Customer Service Issue,1.0,United,,worldknits,,0,@united I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?,,2015-02-22 08:33:40 -0800,"Fredericksburg, VA",Eastern Time (US & Canada),2
1898,569529789100507136,negative,1.0,Cancelled Flight,0.3503,United,,czamkoff,,0,@united you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!,,2015-02-22 08:10:57 -0800,,,2
1899,569529608862875648,neutral,1.0,,,United,,BenHabbel,,0,@united can you put Russell Daiber (on same ticket) as well into premium Eco? Appreciated!,,2015-02-22 08:10:14 -0800,New York City,Pacific Time (US & Canada),2
1902,569527975252766720,neutral,0.667,,0.0,United,,YaDurak,,0,"@united Out of curiosity, when a flight is arranged, are pilots notified? There are a lot of ""pilots haven't arrived yet"" announcements.",,2015-02-22 08:03:45 -0800,"Alexandria, VA",,2
1904,569526800767983616,negative,1.0,Cancelled Flight,0.6871,United,,AdamDonkus,,0,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,,2015-02-22 07:59:05 -0800,"Bechtelsville, PA",Eastern Time (US & Canada),2
1910,569525690950815745,negative,1.0,Customer Service Issue,0.3725,United,,ATL_Attorney,,0,@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,,2015-02-22 07:54:40 -0800,"Atlanta, GA",Quito,2
1913,569523231524319232,negative,1.0,Customer Service Issue,0.6796,United,,goldsteinmlg,,0,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats""",,2015-02-22 07:44:54 -0800,,,2
1915,569522040547385344,negative,1.0,Can't Tell,1.0,United,,StregaHorn,,0,@united is a joke.  Lots of angry people at IAH this AM.,,2015-02-22 07:40:10 -0800,"Houston, TX",Central Time (US & Canada),2
1917,569521101736439809,negative,1.0,Customer Service Issue,0.3618,United,,BenHabbel,,0,@united completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy),,2015-02-22 07:36:26 -0800,New York City,Pacific Time (US & Canada),2
1918,569521081125629953,negative,1.0,Customer Service Issue,0.6703,United,,bushth07,,0,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?",,2015-02-22 07:36:21 -0800,43206,Eastern Time (US & Canada),2
1928,569516736162050048,positive,1.0,,,United,,3speed,,0,@united thanks for leaving our 3 year old in his own row flight 360 LAX-IAD,,2015-02-22 07:19:05 -0800,wdc,Eastern Time (US & Canada),2
1931,569515118125408256,negative,0.6854,Can't Tell,0.3596,United,,GusSpaulding,,0,@united thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail,,2015-02-22 07:12:39 -0800,"New York, NY",,2
1936,569514001450672128,negative,1.0,Customer Service Issue,1.0,United,,roryfreeman87,,0,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,"[29.98870677, -95.33845443]",2015-02-22 07:08:13 -0800,california,Central Time (US & Canada),2
1938,569513703722393601,positive,1.0,,,United,,Angry_VBK,,0,@united thank you,,2015-02-22 07:07:02 -0800,,,2
1949,569507060209090561,positive,0.6987,,,United,,auciello,,0,Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH,,2015-02-22 06:40:38 -0800,South Seaside Park/Puerto Rico,Eastern Time (US & Canada),2
1953,569504786879528962,negative,1.0,Customer Service Issue,0.6662,United,,szymanski_t,,0,@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!,,2015-02-22 06:31:36 -0800,,Eastern Time (US & Canada),2
1959,569503938690584576,negative,1.0,Customer Service Issue,0.6579999999999999,United,,szymanski_t,,0,@United why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?,,2015-02-22 06:28:14 -0800,,Eastern Time (US & Canada),2
1965,569502909093646336,negative,1.0,Late Flight,0.6774,United,,kaf_silva,,0,@united I am still in the airport waiting for my flight.,,2015-02-22 06:24:09 -0800,,,2
1968,569501080607813633,positive,1.0,,,United,,siobhanvivian,,0,@united just did! Thank you!,,2015-02-22 06:16:53 -0800,the burgh,Eastern Time (US & Canada),2
1969,569500986638798848,positive,1.0,,,United,,GreenkidspenWRA,,0,@united thank you!,,2015-02-22 06:16:30 -0800,Grimsby - UK,,2
1971,569500030459117568,negative,1.0,longlines,1.0,United,,jeisensc,,0,"@united did your super computer 💩 ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers","[39.99806982, -82.88439575]",2015-02-22 06:12:42 -0800,"San Diego, CA",Pacific Time (US & Canada),2
1980,569495111337275392,positive,1.0,,,United,,DaRenton,,0,@united I am - thank you!,,2015-02-22 05:53:09 -0800,Colorado,Mountain Time (US & Canada),2
1992,569487167191425024,negative,0.6596,Customer Service Issue,0.6596,United,,Whosgunz,,0,"@united you realize you've said this already. At least last time you asked if I needed ""help""",,2015-02-22 05:21:35 -0800,,,2
2009,569476281974132736,neutral,0.6721,,,United,,meigheyburn,,0,@united okay. Thanks.,,2015-02-22 04:38:20 -0800,"Akron, Ohio",Eastern Time (US & Canada),2
2011,569475306018353152,neutral,0.6807,,0.0,United,,LisaKothari,,0,"@united Seat 14A, Flight UA895","[22.31355693, 113.92636768]",2015-02-22 04:34:27 -0800,Seattle WA,Pacific Time (US & Canada),2
2039,569444898660691968,negative,1.0,Late Flight,0.3488,United,,throthra,,0,"@united thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. #unitedairlinessucks",,2015-02-22 02:33:38 -0800,,,2
2041,569441937826164736,negative,1.0,Customer Service Issue,0.6709,United,,jaykirell,,0,@united @MaxAbrahms *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?,,2015-02-22 02:21:52 -0800,"Long Island, NY",Eastern Time (US & Canada),2
2043,569439706339024896,negative,1.0,Customer Service Issue,1.0,United,,Whosgunz,,0,@united you hung up on me again.,,2015-02-22 02:13:00 -0800,,,2
2062,569411383265075203,negative,1.0,Bad Flight,1.0,United,,gregliefooghe,,0,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,"[37.61980156, -122.38447633]",2015-02-22 00:20:27 -0800,San Francisco,Pacific Time (US & Canada),2
2078,569382132231110656,neutral,0.6592,,,United,,JEOKOO1,,0,@united download jeokoo the American app for air travelers,,2015-02-21 22:24:13 -0800,"Washington, DC. ",,2
2080,569380923847909376,negative,1.0,Customer Service Issue,1.0,United,,JSJ35,,0,@united no apology? Cool.,,2015-02-21 22:19:25 -0800,Blue Area of the Moon,Eastern Time (US & Canada),2
2086,569378568628674561,negative,1.0,Customer Service Issue,1.0,United,,mollypriddy,,0,@united has me stranded in Texas and then hangs up on me when I'm trying to figure out how to get home. Cool.,,2015-02-21 22:10:03 -0800,"Kalispell, MT",Mountain Time (US & Canada),2
2090,569373743698591744,neutral,1.0,,,United,,billqamz,,0,@united Can I get a follow? I fly with you for Christmas.,,2015-02-21 21:50:53 -0800,East Coast,,2
2091,569370900568502272,negative,1.0,Late Flight,0.6867,United,,throthra,,0,"@united more people stranded cause you suck. Better yet, you weasel out of Flight Booking Problems rooms for people claiming weather http://t.co/Flcnnn2USD",,2015-02-21 21:39:35 -0800,,,2
2093,569369416963633152,positive,1.0,,,United,,gwen1013,,0,@united thank you! Much appreciation for your help.,,2015-02-21 21:33:42 -0800,"New Haven, CT",,2
2097,569368523178270721,negative,1.0,Cancelled Flight,0.3388,United,,throthra,,0,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo,,2015-02-21 21:30:08 -0800,,,2
2120,569359055937908736,neutral,1.0,,,United,,AMMBoman,,0,@united I went from Sacramento to Minneapolis at the end of October 2014 in business class.,,2015-02-21 20:52:31 -0800,Kaizen 改善,Arizona,2
2130,569347118034501632,positive,0.6593,,0.0,United,,dHowITzr,,0,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy),,2015-02-21 20:05:05 -0800,"Toronto, Canada",Eastern Time (US & Canada),2
2144,569340120790233089,negative,1.0,Bad Flight,0.6373,United,,MMMarketing2014,,0,@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat,,2015-02-21 19:37:17 -0800,#Westford #marketing ,,2
2145,569339467615506435,negative,1.0,Flight Attendant Complaints,0.6334,United,,MMMarketing2014,,1,@united well this one missed the mark.  She was in a snit from the minute I stepped up to the counter,,2015-02-21 19:34:41 -0800,#Westford #marketing ,,2
2148,569338724787593216,negative,1.0,Late Flight,1.0,United,,mesapuyo,,0,@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed,"[38.95801195, -77.44365722]",2015-02-21 19:31:44 -0800,Washington-Vancouver-Medellín,,2
2150,569338341306572800,neutral,0.6745,,,United,,CoachMcRoberts,,0,@united yes. On a nonstop to Memphis tomorrow morning. With the snow coming in I got my fingers crossed it will go.,,2015-02-21 19:30:13 -0800,"Oxford, MS",,2
2176,569328755409326080,negative,1.0,Bad Flight,1.0,United,,patrickbeiers,,0,@united cabin pressurization issues are pretty serious. Flight 1109 landed in Washington because of it. My head is pounding.,,2015-02-21 18:52:07 -0800,"ORLANDO, FL",,2
2177,569328128310403073,negative,1.0,Flight Attendant Complaints,0.6771,United,,MMMarketing2014,,1,@united Sandra at ur international checkin counter was rude and offensive.  She commented she didn't care if I complained cuz she had 25yrs,,2015-02-21 18:49:38 -0800,#Westford #marketing ,,2
2178,569328072027189248,negative,0.6762,Flight Attendant Complaints,0.3524,United,,patrick_maness,,0,@united My contact stuff is in the bag and I'm legally blind. This is so messed up.,,2015-02-21 18:49:24 -0800,Rhode Island,Eastern Time (US & Canada),2
2188,569323015550296064,negative,1.0,Cancelled Flight,1.0,United,,hsimpson100,,1,"@United - flight Cancelled Flightled. 4 hrs at airport to book a new one for $95. Just got two invoices for the flight, each for approx $300. Really?!",,2015-02-21 18:29:19 -0800,Belfast/Boston,,2
2190,569322456776892417,negative,1.0,Customer Service Issue,1.0,United,,MaxAbrahms,,3,.@united Your airline is again rated the WORST in America so you've got your work cut out for you. It's bc you treat customers like garbage.,,2015-02-21 18:27:05 -0800,"Boston, MA",Atlantic Time (Canada),2
2198,569319046790819840,positive,0.6496,,0.0,United,,absfine,,0,@united 732 from Denver. We just boarded! Fingers crossed we get into the air!!!,,2015-02-21 18:13:32 -0800,,Arizona,2
2207,569316417226600448,negative,1.0,Late Flight,0.6427,United,,tarlonious,,0,@united and waiting,,2015-02-21 18:03:05 -0800,,,2
2213,569312077954854913,negative,1.0,Late Flight,0.6806,United,,tarlonious,,0,@united still waiting,,2015-02-21 17:45:51 -0800,,,2
2216,569310253315174400,neutral,0.6259,,0.0,United,,jyotipethe,,0,"@united I have requested upgrade for EWR BOM flight, end of May. Miles + copay. When will i know if I am upgraded?",,2015-02-21 17:38:36 -0800,"Austin, Tx",Central Time (US & Canada),2
2245,569298744337788928,negative,1.0,Cancelled Flight,1.0,United,,lowenberg,,0,@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area,,2015-02-21 16:52:52 -0800,,,2
2253,569296055478722560,negative,1.0,Lost Luggage,1.0,United,,maxcotter,,1,"@united thank you for leaving my bag in houston! despite what your system says, i was definitely on the flight!",,2015-02-21 16:42:11 -0800,toronto,Central Time (US & Canada),2
2255,569294326259253248,negative,0.6831,Late Flight,0.3569,United,,ByronJ,,0,Reply to @united - Doesn't do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.,,2015-02-21 16:35:19 -0800,"Foster City, CA",,2
2279,569278858123300864,positive,0.6787,,,United,,SmallMol,,0,@united I see. Thanks for explaining.,,2015-02-21 15:33:51 -0800,A Californian in London,,2
2282,569277733416513536,positive,1.0,,,United,,SmallMol,,0,"@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me.",,2015-02-21 15:29:22 -0800,A Californian in London,,2
2325,569259056956727296,negative,1.0,Late Flight,0.3627,United,,BVSCAPE,,0,@united the nightmare continues... http://t.co/TsvgbrL15f,,2015-02-21 14:15:10 -0800,,Eastern Time (US & Canada),2
2337,569256055781240832,negative,0.3402,Customer Service Issue,0.3402,United,,kenzieellis,,0,@united please don't take my membership away :(,,2015-02-21 14:03:14 -0800,,Eastern Time (US & Canada),2
2341,569253190551498752,negative,1.0,Bad Flight,0.3571,United,,MeganStorey415,,0,@united but your system gave my seat away.now I'm 27L Economy! Not Econ + seat. How did you give my plus seat away?,,2015-02-21 13:51:51 -0800,,,2
2342,569252801802592256,positive,1.0,,,United,,PalenMcDermott,,0,@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!,,2015-02-21 13:50:18 -0800,,Eastern Time (US & Canada),2
2343,569252759087685632,negative,0.7077,Customer Service Issue,0.3649,United,,school_tales,,0,"@united yep—used that twice; no case id numbers assigned; just tried it again-get screen that says, “thank you for submitting your request”",,2015-02-21 13:50:08 -0800,midwest and sometimes Spain,,2
2348,569249933271965696,negative,1.0,Customer Service Issue,0.6718,United,,Keels2515,,0,@united any help is appreciated. That's a LOOONG wait for help on something that's not his fault,,2015-02-21 13:38:54 -0800,"Raleigh, NC",Eastern Time (US & Canada),2
2349,569249783216537601,negative,1.0,Cancelled Flight,1.0,United,,Keels2515,,0,@united my husband is supposed to fly RDU to IAD then IAD to FRA leaving in 2 hours. You Cancelled Flighted his flight and there's a 1hr wait on phone,,2015-02-21 13:38:19 -0800,"Raleigh, NC",Eastern Time (US & Canada),2
2367,569243519652470784,negative,1.0,Flight Attendant Complaints,0.6809,United,,LisaKothari,,0,"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice","[37.61761896, -122.39164663]",2015-02-21 13:13:25 -0800,Seattle WA,Pacific Time (US & Canada),2
2369,569242387878428672,negative,1.0,Cancelled Flight,1.0,United,,cryfshr,,0,@united flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me,,2015-02-21 13:08:55 -0800,America,,2
2372,569242037968445441,negative,1.0,Can't Tell,1.0,United,,LisaKothari,,0,"@united Luckily, I had my disinfectant wipes and did your job for you. You're welcome. #badservice",,2015-02-21 13:07:32 -0800,Seattle WA,Pacific Time (US & Canada),2
2373,569241682283081728,negative,1.0,Bad Flight,1.0,United,,LisaKothari,,0,@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!,,2015-02-21 13:06:07 -0800,Seattle WA,Pacific Time (US & Canada),2
2375,569239939776274433,neutral,0.6316,,0.0,United,,nyc2theworld,,0,@united since UA 1226 ORD-EWR is delayed pushing it into meal time does that mean it will be catered with meals in First?,,2015-02-21 12:59:12 -0800,One of the C-gates at EWR.,Eastern Time (US & Canada),2
2380,569237356622024704,negative,1.0,Can't Tell,1.0,United,,AviNewYork,,0,@united I hope not to see the same issue on my return flight tomorrow,"[18.47066766, -68.40014139]",2015-02-21 12:48:56 -0800,,Eastern Time (US & Canada),2
2387,569233434423353344,neutral,0.3444,,0.0,United,,c4pyro,,0,@united Home is Calgary can you get us there without the added expense of accommodations and meals.,,2015-02-21 12:33:21 -0800,,,2
2404,569226228152053760,negative,1.0,Customer Service Issue,0.3712,United,,TheBarnesology,,0,@united why are you charging people to see the freaking flight map? https://t.co/AgPb45v8wt,,2015-02-21 12:04:43 -0800,"Houston, TX",Central Time (US & Canada),2
2407,569224849144418304,negative,1.0,Can't Tell,0.645,United,,BVSCAPE,,1,"@united I was insulted, disrespected and met with incompetence at every turn how about a voucher for a domestic round trip",,2015-02-21 11:59:14 -0800,,Eastern Time (US & Canada),2
2435,569209352730513409,neutral,1.0,,,United,,Waveruprecht24,,0,"@united I'm glad 1K means something, lol!",,2015-02-21 10:57:39 -0800,,,2
2437,569208751972065280,negative,1.0,Customer Service Issue,0.6736,United,,joesanchezr,,0,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/oKtUkjY92O (via @ParachuteGuy),,2015-02-21 10:55:16 -0800,"Toronto, Canada",Eastern Time (US & Canada),2
2438,569208067243401217,neutral,1.0,,,United,,jimccooper,,0,@united I was able to get a seat on earlier flight sfo to ind.  Can you add me to 6pm ord to IND?,,2015-02-21 10:52:33 -0800,,Eastern Time (US & Canada),2
2457,569193887706812416,neutral,0.68,,,United,,getpatrick,,0,@united Yes. Luckily I was there.,"[0.0, 0.0]",2015-02-21 09:56:12 -0800,"Montreal, Quebec CA",Eastern Time (US & Canada),2
2460,569191838579429377,negative,1.0,Cancelled Flight,0.6768,United,,HPStorageGuy,,0,@united DEN-PHX flight tomorrow Cancelled Flighted. Asked for overnight 2nite in LAX/SNA. Told not without paying. That's wrong,,2015-02-21 09:48:04 -0800,Boise,Mountain Time (US & Canada),2
2462,569189285334618112,positive,0.7028,,,United,,DaRenton,,0,@united thank you for the help!!,,2015-02-21 09:37:55 -0800,Colorado,Mountain Time (US & Canada),2
2463,569188967180058625,negative,1.0,Can't Tell,0.6634,United,,recon_love,,0,@united Yeah that didn't happen!,,2015-02-21 09:36:39 -0800,,,2
2465,569188792541818880,negative,1.0,Bad Flight,0.3521,United,,paul_e_jones,,1,@United had a maintenance issue. Stuck in Geneva with meal voucher that won't even cover a pLate Flight of spaghetti. Really.,,2015-02-21 09:35:57 -0800,"Apex, NC",Eastern Time (US & Canada),2
2482,569175138349887488,positive,0.6436,,,United,,mrp,,0,"@united oh, the Wi-Fi router is on top of the fuselage! ;)",,2015-02-21 08:41:42 -0800,sf - austin - sydney,Alaska,2
2488,569170541250129920,neutral,1.0,,,United,,LuxuryFred,,0,@United lounge @ #Heathrow Used by @AirNZUSA http://t.co/6hJucP694l,,2015-02-21 08:23:26 -0800,In First Class,Arizona,2
2496,569164871465439232,neutral,1.0,,,United,,Colocowgirl24,,0,@united my dad booked through orbitz and due to weather he can't make it to the airport. Can you help him?,,2015-02-21 08:00:54 -0800,,,2
2506,569155039983497216,negative,1.0,Can't Tell,0.6593,United,,LewisSalgadoNYC,,0,@united airlines 1st &amp; only time I ever fly your airline! What a disgrace. @JimTrotter_NFL I should've listened to your tweet! #HORRIBLE,,2015-02-21 07:21:50 -0800,,Eastern Time (US & Canada),2
2512,569149666027294720,neutral,1.0,,,United,,AndrewMcDublin,,0,@united Hi have a question re future Flight Booking Problems. DUB-JAC 29/9 JAC-LAX 8/10 LAX-DUB 13/10. I'm *G. What is checked bag allowance for JAC-LAX?,,2015-02-21 07:00:29 -0800,,,2
2536,569117696610185217,negative,1.0,Customer Service Issue,1.0,United,,BenBell22,,0,@united coupled with self-service policies/cost cutting exacerbates the noted issues. (3/3),,2015-02-21 04:53:27 -0800,,Eastern Time (US & Canada),2
2537,569116934379323392,negative,0.6421,Customer Service Issue,0.3368,United,,BenBell22,,0,"@united I appreciate the immediate offer, but suspect it is more long-term issue/not simple fix. Also, ski/bootbag policy is awkward at best",,2015-02-21 04:50:25 -0800,,Eastern Time (US & Canada),2
2538,569116399039344640,negative,1.0,Customer Service Issue,0.6536,United,,BenBell22,,0,"@united It isnt simple issue, generally how you set up check in/baggage policies at Logan and general unhelpfulness of employees in early AM",,2015-02-21 04:48:17 -0800,,Eastern Time (US & Canada),2
2543,569102054922129409,negative,1.0,Cancelled Flight,1.0,United,,_Eric_Bishop,,0,"@united Yes, myself and about 200 other people also.",,2015-02-21 03:51:17 -0800,Little Rock,Central Time (US & Canada),2
2552,569088496117415937,positive,1.0,,,United,,ryaneaster,,0,@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,"[41.9809313, -87.9063148]",2015-02-21 02:57:25 -0800,Chicago,Central Time (US & Canada),2
2553,569087906851135488,neutral,1.0,,,United,,DaRenton,,0,@united now arrives LAX @ 8:03 am,,2015-02-21 02:55:04 -0800,Colorado,Mountain Time (US & Canada),2
2562,569076717689524224,negative,1.0,Late Flight,1.0,United,,DaRenton,,0,"@united UA 1706 delayed again - I get charged $600 if Late Flight by you - you say ""oh well""",,2015-02-21 02:10:37 -0800,Colorado,Mountain Time (US & Canada),2
2570,569036254253346818,positive,1.0,,,United,,NoviceFlyer,,0,@united  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN,,2015-02-20 23:29:49 -0800,"Tulsa, OK",Central Time (US & Canada),2
2584,569021768788090881,negative,0.6685,Flight Booking Problems,0.3405,United,,MERBARAT,,0,@united I had planned to book additional flights tonight but after 1 1/2 hrs working on one trip I'm worn out! #EnoughIsEnough,"[41.86590405, -87.62282728]",2015-02-20 22:32:16 -0800,"Chicago, IL",Central Time (US & Canada),2
2601,569007629868998656,negative,1.0,Flight Booking Problems,0.6939,United,,MERBARAT,,0,"@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?","[41.86591215, -87.6231126]",2015-02-20 21:36:05 -0800,"Chicago, IL",Central Time (US & Canada),2
2608,569003577613512704,negative,0.6498,Lost Luggage,0.6498,United,,larissatandy,,0,"@united how much longer will it take? It a guitar, not a royal commission!",,2015-02-20 21:19:59 -0800,"Vancouver, Canada",Melbourne,2
2618,568989460618203136,negative,1.0,longlines,0.6632,United,,danahajek,,1,@united if I wait I'll lose the flight. So frustrating.,,2015-02-20 20:23:53 -0800,chicago IL,Central Time (US & Canada),2
2625,568986700984283136,positive,1.0,,,United,,JesseLitsch,,0,@united awesome thank you very much for the help,,2015-02-20 20:12:55 -0800,,,2
2630,568984098909237248,negative,1.0,Customer Service Issue,1.0,United,,2533107724Paul,,1,"@united not even mentioning how rude the customer service was to us. As a business owner, I'd be mortified if my employees acted as yours",,2015-02-20 20:02:35 -0800,Gig Harbor,,2
2633,568982915956277249,positive,1.0,,,United,,girlsgetaways,,0,@United thanks to Lea in the Chicago office for her help in switching our Cancelled Flighted flights!!,,2015-02-20 19:57:53 -0800,Exactly where I want to be!,Eastern Time (US & Canada),2
2638,568976619089620992,negative,0.6899,Customer Service Issue,0.6899,United,,callmekaitxo,,1,@united I'm try to upgrade my seats to first class but the wait time on the phone is 40 minutes... can you help?,,2015-02-20 19:32:51 -0800,O H I O,Arizona,2
2645,568972562819997696,positive,1.0,,,United,,lisahsamuel,,0,@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-),,2015-02-20 19:16:44 -0800,"Bellingham, WA",Pacific Time (US & Canada),2
2647,568972136322375680,positive,0.6749,,,United,,DManonog,,0,@united thank you.,,2015-02-20 19:15:02 -0800,,,2
2656,568967381860503552,neutral,1.0,,,United,,GDClearedToLand,,2,@United #767 taxing in at #ORD @fly2ohare @AirlineGeeks #avgeek http://t.co/uPocMmuLUN,,2015-02-20 18:56:09 -0800,,,2
2674,568961737715789824,negative,0.6421,Late Flight,0.6421,United,,SamuelRBowles,,0,@united is UA938 still taking off at 9:05pm? I'm stuck on the tarmac on UA3462 waiting to get in.,,2015-02-20 18:33:43 -0800,Crowborough,London,2
2685,568955339607019521,negative,1.0,Can't Tell,0.3499,United,,leigh_emery,,1,@united I'm Cancelled Flighting my #mileageplus card and I will NEVER do business with you again. You clearly don't care about your customers.,,2015-02-20 18:08:18 -0800,"Hoboken, NJ",Eastern Time (US & Canada),2
2692,568953367646625792,positive,1.0,,,United,,bakedstove,,0,"@united Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise",,2015-02-20 18:00:28 -0800,"Boston, Massachusetts",Eastern Time (US & Canada),2
2697,568951462413209601,negative,1.0,Can't Tell,0.6742,United,,1234567890_,,1,@united go bankrupt again and transfer all of your assets to $LUV. That would be great.,,2015-02-20 17:52:53 -0800,"Boulder, CO | Los Angeles, CA",Arizona,2
2712,568946825798905856,positive,0.343,,0.0,United,,nfriesen1,,0,@united give her the recognition she deserves!,,2015-02-20 17:34:28 -0800,"Winnipeg, MB Canada",Central Time (US & Canada),2
2715,568942578026086401,negative,1.0,Late Flight,0.6436,United,,Charlie_Mich,,0,@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?,,2015-02-20 17:17:35 -0800,,,2
2716,568941851228528642,positive,0.6889,,0.0,United,,1234567890_,,0,@united you suck. @SouthwestAir you're the best.,"[37.61476852, -122.40521688]",2015-02-20 17:14:42 -0800,"Boulder, CO | Los Angeles, CA",Arizona,2
2722,568933083472220160,positive,1.0,,,United,,ferriertv,,0,@united Thank You,,2015-02-20 16:39:52 -0800,Denver,Mountain Time (US & Canada),2
